ticker,event_date,drug_name,nct_id,target_large_move,feat_asset_event_sequence_num,feat_asset_trial_share,feat_cash_runway_proxy,feat_company_event_sequence_num,feat_company_historical_hit_rate,feat_ctgov_asset_maturity_score,feat_ctgov_n_late_stage_trials_sponsor,feat_ctgov_pipeline_maturity_score,feat_days_to_primary_completion,feat_design_quality_score,feat_enrollment_log,feat_lead_asset_dependency_score,feat_log_market_cap,feat_n_trials_for_company,feat_n_unique_drugs_for_company,feat_phase_num,feat_pipeline_depth_score,feat_pivotal_proxy_score,feat_regulatory_stage_score,feat_time_since_last_asset_event,feat_time_since_last_company_event,feat_trial_quality_score,feat_volatility,feat_active_not_recruiting_at_event_flag,feat_blinded_flag,feat_breakthrough_flag,feat_cns_flag,feat_completed_at_event_flag,feat_controlled_flag,feat_fast_track_flag,feat_has_predictive_biomarker,feat_late_stage_flag,feat_nda_bla_flag,feat_oncology_flag,feat_open_label_flag,feat_orphan_flag,feat_primary_completion_imminent_30d,feat_primary_completion_imminent_90d,feat_primary_endpoint_known_flag,feat_priority_review_flag,feat_randomized_flag,feat_rare_disease_flag,feat_recent_ctgov_update_flag,feat_single_asset_company_flag,feat_small_trial_flag,feat_targeted_therapy_exists,feat_terminated_at_event_flag,feat_withdrawn_at_event_flag,feat_mesh_level1_encoded,feat_therapeutic_superclass_CNS,feat_therapeutic_superclass_Cardiovascular,feat_therapeutic_superclass_Dermatology,feat_therapeutic_superclass_Endocrine/Metabolic,feat_therapeutic_superclass_GI/Hepatology,feat_therapeutic_superclass_Immunology,feat_therapeutic_superclass_Infectious Disease,feat_therapeutic_superclass_Musculoskeletal,feat_therapeutic_superclass_Oncology,feat_therapeutic_superclass_Other,feat_therapeutic_superclass_Respiratory,feat_genetic_basis_monogenic,feat_genetic_basis_none,feat_genetic_basis_polygenic,feat_genetic_basis_somatic,feat_genetic_basis_unknown,split
TNXP,2023-11-14,"TNX-102 SL Tablet, 5.6 mg",NCT05273749,0,1,0.0909,1.0644,7,0.0,2.3094,23.0,4.11,0.0,5.0,6.126869184114185,0.2,2.2518814545525276,11,6,3.0,3.7784,3.0,2,244.0,14.0,6.0,7.6,0.0,1,0,1,1.0,1,0,0,1.0,1,0,0,0,1.0,1.0,0,0,1.0,0,0.0,0,0.0,0,0.0,0.0,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,train
PFE,2023-11-20,Anti-Beta Interferon (PF-06823859),NCT05192200,0,1,0.0091,0.0953,98,0.0,1.1547,62.0,0.9808,1.0,0.0,3.218875824868201,0.2,5.196479615197434,110,88,2.0,4.7955,0.0,0,244.0,97.0,0.0,2.4,1.0,0,0,0,0.0,0,0,0,0.0,0,0,1,0,1.0,1.0,0,0,0.0,0,0.0,0,1.0,0,0.0,0.0,9.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,train
CNTB,2023-11-21,rademikibart,NCT06940141,0,1,0.25,0.3968,4,0.0,1.633,9.0,2.582,-5.0,3.0,5.081404364984463,0.4,2.140193678578631,4,3,2.0,0.5545,1.0,1,244.0,635.0,4.0,17.8,0.0,1,0,0,0.0,1,0,0,0.0,0,0,0,0,0.0,0.0,0,0,1.0,0,0.0,0,0.0,0,0.0,0.0,5.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,train
NVS,2023-11-30,[18F]CTT1057,NCT04838626,0,1,0.0069,0.0354,135,0.0,0.0,80.0,1.6226,-5.0,1.5,5.278114659230517,0.2,5.5131567146412905,144,97,2.5,4.834,2.0,2,244.0,17.0,1.5,1.43,0.0,0,0,0,0.0,0,0,1,1.0,1,1,0,0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,1,0.0,0.0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,train
AZN,2023-12-01,Durvalumab,NCT03830866,0,2,0.0241,0.0177,74,0.0,2.7272,69.0,1.3047,-679.0,5.0,6.647688373563329,0.2,5.509413030177646,83,55,3.0,4.6101,1.5,0,160.0,41.0,6.0,1.47,0.0,1,0,0,1.0,1,0,0,1.0,0,1,0,0,0.0,0.0,0,0,1.0,0,0.0,0,0.0,1,0.0,0.0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,train
HELP,2023-12-01,CYB003,NCT05385783,0,1,1.0,0.532,1,0.0,2.0412,5.0,2.8577,-45.0,2.0,4.060443010546419,1.0,2.5643109099606027,1,1,1.5,0.2773,0.0,0,244.0,127.0,3.0,10.97,1.0,1,0,1,0.0,1,0,0,0.0,0,0,1,0,0.0,0.0,0,0,1.0,0,0.0,1,0.0,0,0.0,0.0,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,train
EYPT,2023-12-04,EYP-1901,NCT05381948,1,1,0.5,0.1403,1,0.0,2.3333,18.0,4.5839,-4.0,3.0,5.087596335232384,0.7,3.162474790438118,2,2,2.0,0.4394,1.0,2,244.0,127.0,3.0,8.34,1.0,0,0,0,0.0,1,0,0,0.0,1,0,0,0,0.0,0.0,0,0,1.0,0,0.0,0,0.0,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,train
ARVN,2023-12-05,vepdegestrant,NCT04072952,0,1,1.0,0.7035,1,0.0,1.7457,7.0,2.4518,284.0,0.0,5.384495062789089,1.0,2.988692702549817,2,1,1.5,0.8773,0.0,0,244.0,127.0,0.0,6.33,0.0,0,0,0,0.0,0,0,1,0.0,0,1,1,0,0.0,0.0,0,0,0.0,0,0.0,1,0.0,1,0.0,0.0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,train
REPL,2023-12-05,RP1,NCT06264180,1,1,1.0,0.426,1,0.0,2.2188,12.0,4.5,1855.0,5.0,5.993961427306569,1.0,2.800510876894368,1,1,3.0,0.8773,3.0,2,244.0,127.0,5.0,7.71,0.0,0,0,0,0.0,1,0,1,1.0,1,1,0,0,0.0,0.0,0,0,1.0,0,0.0,1,0.0,1,0.0,0.0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,train
IXHL,2023-12-04,IHL-42X,NCT06146101,0,1,1.0,1.3617,1,0.0,0.5774,2.0,1.25,-5.0,4.5,6.329720905522696,1.0,1.7041505168397992,9,1,2.5,3.2773,1.0,0,244.0,127.0,5.5,26.79,0.0,1,0,1,0.0,1,0,0,1.0,0,0,0,0,0.0,0.0,0,0,1.0,0,0.0,1,0.0,0,0.0,0.0,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,train
IPSC,2023-12-06,,,1,1,1.0,0.6543,1,0.0,1.5,11.0,2.0166000000000004,-5.0,3.0,5.257481808475758,1.0,2.3070679506612985,1,0,2.0,0.0,0.0,0,244.0,127.0,4.0,7.86,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0,0.0,1,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,train
IXHL,2023-12-06,IHL-42X,NCT06146101,0,2,1.0,1.3617,2,0.0,0.5774,2.0,1.25,-5.0,4.5,6.329720905522696,1.0,1.7041505168397992,9,1,2.5,3.2773,1.0,0,-1.0,-1.0,5.5,15.3,0.0,1,0,1,0.0,1,0,0,1.0,0,0,0,0,0.0,0.0,0,0,1.0,0,0.0,1,0.0,0,0.0,0.0,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,train
NVS,2023-12-06,Dabrafenib,NCT02684058,0,7,0.0556,0.0354,136,0.0,5.8076,80.0,1.6226,-834.0,3.0,5.0238805208462765,0.2,5.5131567146412905,144,97,2.0,4.834,0.0,0,725.0,5.0,3.0,1.21,0.0,0,0,0,1.0,1,0,1,0.0,0,1,1,0,0.0,0.0,0,0,1.0,0,0.0,0,0.0,0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,train
MRK,2023-12-07,Pembrolizumab/Vibostolimab coformulation,NCT04725188,0,1,0.0071,0.0476,118,0.0,3.2071,67.0,1.2566,-314.0,3.0,5.545177444479562,0.2,5.485908161342839,140,55,2.0,4.6101,1.0,1,244.0,65.0,3.0,2.15,1.0,0,0,0,0.0,1,0,1,0.0,0,1,0,0,0.0,0.0,0,0,1.0,0,0.0,0,0.0,1,0.0,0.0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,train
BMEA,2023-12-11,BMF-219,NCT05731544,0,2,0.6667,0.4809,2,0.0,0.8165,2.0,1.0607,344.0,4.0,6.095824562432225,0.7,1.9863237770507651,3,2,1.5,0.4394,0.0,0,173.0,173.0,5.0,16.54,0.0,1,0,0,0.0,1,0,0,0.0,0,0,0,0,0.0,0.0,0,0,1.0,0,0.0,0,0.0,0,0.0,0.0,4.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,train
COGT,2023-12-11,bezuclastinib,NCT05186753,1,1,0.6667,0.1429,2,0.0,1.633,6.0,2.6348,529.0,3.0,5.472270673671475,0.7,3.79973330490795,3,2,2.0,1.0394,0.0,0,244.0,1308.0,4.0,6.41,0.0,1,0,0,0.0,1,0,1,0.0,0,1,0,0,0.0,0.0,0,0,1.0,0,0.0,0,0.0,1,0.0,0.0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,train
IMMX,2023-12-11,NXC-201,NCT06971380,0,1,1.0,0.0372,1,0.0,1.0,1.0,1.1547,1618.0,1.0,5.198497031265826,1.0,2.6307328928171967,1,1,2.0,0.2773,1.0,2,244.0,127.0,1.0,8.77,0.0,0,0,0,0.0,0,0,1,0.0,1,1,0,0,0.0,0.0,0,0,0.0,0,0.0,1,0.0,1,0.0,0.0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,train
ADCT,2023-12-13,ZYNLONTA,NCT05672251,1,1,0.75,0.4621,2,0.0,2.4597,36.0,2.3678,848.0,0.0,3.610917912644224,0.7,2.705778212828598,4,2,2.0,0.4394,0.0,0,244.0,-1.0,0.0,11.63,0.0,0,0,0,0.0,0,0,1,0.0,0,1,0,0,0.0,0.0,0,0,0.0,0,0.0,0,1.0,1,0.0,0.0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,train
ADCT,2023-12-12,ZYNLONTA (loncastuximab tesirine-lpyl),NCT05672251,0,1,0.25,0.4621,1,1.0,1.2247,36.0,2.3678,848.0,0.0,3.610917912644224,0.7,2.705778212828598,4,2,2.0,0.4394,0.0,0,244.0,127.0,0.0,10.61,0.0,0,0,0,0.0,0,0,1,0.0,0,1,0,0,0.0,0.0,0,0,0.0,0,0.0,0,1.0,1,0.0,0.0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,train
CCCC,2023-12-12,CFT7455,NCT04756726,1,1,0.3333,0.1718,1,0.0,0.0,1.0,1.0206,751.0,0.0,5.41610040220442,0.7,2.417803722639881,3,2,1.0,0.4394,0.0,0,244.0,127.0,0.0,13.37,0.0,0,0,0,0.0,0,0,1,0.0,0,1,1,0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,1,0.0,0.0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,train
PFE,2023-12-13,PF-06882961 (Cohorts 1 and 2),NCT04707313,0,1,0.0091,0.0953,99,0.0,0.4082,62.0,0.9808,-90.0,4.0,6.444131256700441,0.2,5.196479615197434,110,88,2.0,4.7955,0.0,0,244.0,22.0,5.0,2.2,0.0,1,0,0,1.0,1,0,0,0.0,0,0,0,0,0.0,0.0,0,0,1.0,0,0.0,0,0.0,1,0.0,0.0,4.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,train
STTK,2023-12-14,SL-172154,NCT05275439,1,2,1.0,0.347,2,1.0,0.0,0.0,0.189,422.0,0.0,4.672828834461906,1.0,2.394626764272209,2,1,1.0,0.2773,1.0,2,-1.0,-1.0,0.0,9.49,0.0,0,0,0,0.0,0,0,1,0.0,1,1,1,0,0.0,0.0,0,0,0.0,0,0.0,1,0.0,1,0.0,0.0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,train
STTK,2023-12-13,SL-172154,NCT05275439,1,1,1.0,0.347,1,0.0,0.0,0.0,0.189,422.0,0.0,4.672828834461906,1.0,2.394626764272209,2,1,1.0,0.2773,1.0,2,244.0,127.0,0.0,9.66,0.0,0,0,0,0.0,0,0,1,0.0,1,1,1,0,0.0,0.0,0,0,0.0,0,0.0,1,0.0,1,0.0,0.0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,train
VRCA,2023-12-15,TO-208,NCT02641392,1,1,0.3333,0.2411,2,0.0,2.1213,75.0,2.5632,-2170.0,5.0,5.739792912179234,0.4,1.9420080530223132,3,3,3.0,1.1545,2.0,0,244.0,1302.0,3.0,5.64,0.0,0,0,0,0.0,1,0,0,1.0,0,0,0,0,0.0,0.0,0,0,1.0,0,0.0,0,0.0,1,1.0,0.0,8.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,train
QURE,2023-12-18,AMT-130,NCT04120493,0,1,1.0,0.713,1,0.0,1.1547,7.0,3.3588,-5.0,-1.0,3.784189633918261,1.0,2.988380565222009,4,1,1.5,0.2773,0.0,0,244.0,127.0,0.0,5.42,0.0,1,0,1,0.0,1,0,0,0.0,0,0,1,0,0.0,0.0,0,0,0.0,0,0.0,1,1.0,0,0.0,0.0,2.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,train
IVVD,2023-12-18,VYD222,NCT06039449,1,1,0.5,0.1783,1,0.0,0.5774,4.0,1.8898,338.0,5.0,6.673297967767654,0.7,2.678154038010437,2,2,3.0,1.0394,2.0,0,244.0,127.0,5.0,7.31,1.0,0,0,0,0.0,1,0,0,1.0,0,0,0,0,0.0,0.0,0,0,1.0,0,0.0,0,0.0,0,0.0,0.0,6.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,train
TNXP,2023-12-20,TNX-102 SL,NCT04172831,1,5,0.5455,1.0644,8,0.0,3.334,23.0,4.11,-1146.0,5.0,6.222576268071369,0.2,2.2518814545525276,11,6,3.0,3.7784,3.0,2,105.0,34.0,6.0,9.81,0.0,1,0,1,1.0,1,0,0,1.0,1,0,0,0,0.0,0.0,0,0,1.0,0,0.0,0,0.0,0,0.0,0.0,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,train
ACRS,2023-12-21,ATI-1777 2.0% w/w,NCT05432596,0,1,0.1667,0.3084,6,0.6,1.1547,34.0,5.8362,-55.0,3.0,5.5254529391317835,0.2,2.4927603890268375,6,5,2.0,0.7167,0.0,0,244.0,37.0,4.0,32.48,1.0,1,0,0,0.0,1,0,0,0.0,0,0,0,0,0.0,0.0,0,0,1.0,0,0.0,0,0.0,0,0.0,0.0,3.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,train
CYTK,2023-12-27,"Aficamten (5 mg, 10 mg, 15 mg, and 20 mg)",NCT05186818,1,1,0.1429,0.116,4,0.25,1.7889,33.0,5.292,-46.0,4.0,5.645446897643238,0.2,3.881230543345268,7,5,3.0,3.7167,2.0,0,244.0,297.0,5.0,5.63,1.0,1,0,0,0.0,1,0,1,1.0,0,0,0,0,0.0,0.0,0,0,1.0,0,0.0,0,0.0,1,0.0,0.0,7.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,train
CYTK,2023-12-27,aficamten,NCT06081894,1,1,0.2857,0.116,5,0.0,2.3094,33.0,5.292,-5.0,5.0,6.2166061010848646,0.2,3.881230543345268,7,5,3.0,3.7167,3.0,2,244.0,-1.0,6.0,6.45,0.0,1,0,0,0.0,1,0,1,1.0,1,0,0,0,0.0,0.0,0,0,1.0,0,0.0,0,0.0,1,0.0,0.0,7.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,train
BNTX,2023-12-28,bivalent BNT162b2 (original/Omi BA.4/BA.5),NCT05596734,0,1,0.0769,0.5252,10,0.0,1.3416,69.0,8.5884,1.0,4.0,6.927557906278317,0.2,4.441853745887887,13,9,2.0,3.921,1.0,1,244.0,320.0,4.0,3.85,1.0,0,0,0,0.0,1,0,0,0.0,0,0,0,0,1.0,1.0,0,0,1.0,0,0.0,0,0.0,0,0.0,0.0,6.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,train
AVXL,2024-01-02,blarcamesine (ANAVEX 2-73),NCT04314934,1,1,0.125,0.3208,7,0.0,1.5,10.0,2.9122,165.0,1.5,5.707110264748875,0.4,2.613313161455459,8,4,2.5,3.0438,2.0,2,244.0,209.0,1.5,6.96,1.0,1,0,1,0.0,0,0,0,1.0,1,0,1,0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,train
ALVO,2024-01-04,AVT06 (proposed aflibercept biosimilar),NCT05155293,0,1,0.5,0.0344,1,0.0,1.1547,9.0,2.0647,-47.0,5.0,6.025865973825314,0.7,3.094575933649249,2,2,3.0,1.6394,2.0,0,244.0,127.0,5.0,3.29,1.0,0,0,0,0.0,1,0,0,1.0,0,0,0,0,0.0,0.0,0,0,1.0,0,0.0,0,0.0,1,0.0,0.0,7.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,train
STXS,2024-01-08,,,0,1,1.0,0.0521,1,0.0,1.5,11.0,2.0166000000000004,-5.0,3.0,5.257481808475758,1.0,2.3044905277734875,1,0,2.0,0.0,1.0,2,244.0,127.0,4.0,7.81,0.0,0,0,0,0.0,0,0,0,0.0,1,0,0,0,0.0,0.0,0,0,0.0,0,0.0,1,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,train
AMLX,2024-03-08,AMX0035 (Relyvrio),NCT05619783,1,1,1.0,0.2065,1,0.0,0.7071,10.0,3.6084,283.0,3.0,5.8664680569332965,1.0,3.2216749970707688,1,1,3.0,0.8773,3.0,2,244.0,127.0,3.0,6.6,0.0,0,0,1,0.0,0,0,0,1.0,1,0,1,0,0.0,0.0,0,0,0.0,0,0.0,1,0.0,1,0.0,0.0,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,train
SGMT,2024-01-09,SGMT,NCT02599298,0,1,0.6667,0.6284,1,0.0,0.0,15.0,1.3553,-1936.0,3.0,5.267858159063328,0.7,2.2688119037397803,3,2,2.0,1.0394,0.0,0,244.0,127.0,3.0,15.29,0.0,0,0,0,0.0,1,0,0,0.0,0,0,0,0,0.0,0.0,0,0,1.0,0,0.0,0,0.0,0,0.0,0.0,7.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,train
MRK,2024-01-10,Pembrolizumab,NCT04676412,0,34,0.35,0.0476,119,0.0,1.3562,67.0,1.2566,-965.0,4.0,4.68213122712422,0.2,5.485908161342839,140,55,3.0,4.6101,2.0,0,258.0,33.0,5.0,1.47,1.0,1,0,0,0.0,1,0,1,1.0,0,1,0,0,0.0,0.0,0,0,1.0,0,0.0,0,0.0,1,0.0,0.0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,train
LLY,2024-01-11,Lebrikizumab,NCT05369403,0,6,0.0721,0.0073,92,0.0,5.8571,60.0,1.2667,1.0,1.0,4.465908118654584,0.2,5.996687893411713,111,45,3.0,4.5315,2.0,0,525.0,135.0,1.0,1.91,1.0,0,0,0,0.0,0,0,0,1.0,0,0,1,0,1.0,1.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,3.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,train
KRYS,2024-04,Mebendazole,NCT01837862,0,1,0.3333,0.1027,2,0.0,3.9809,1.0,0.7071,-5.0,-1.0,3.610917912644224,0.4,3.9062057040917497,3,3,1.5,1.1545,1.0,2,244.0,809.0,-1.0,4.01,0.0,0,0,0,0.0,0,0,1,0.0,1,1,0,0,0.0,0.0,0,0,0.0,0,0.0,0,1.0,1,0.0,0.0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,train
SNY,2024-01-22,teplizumab 1 mg/mL,NCT04270942,0,1,0.0137,0.0653,64,0.0,0.7071,3.0,1.5,1.0,0.0,1.9459101490553132,0.2,5.070103283062297,73,64,2.0,4.6698,0.0,0,244.0,249.0,0.0,1.36,1.0,0,0,0,0.0,0,0,0,0.0,0,0,1,0,1.0,1.0,0,0,0.0,0,0.0,0,1.0,0,0.0,0.0,4.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,train
MRK,2024-01-23,Pembrolizumab,NCT03221426,0,35,0.35,0.0476,120,0.0,1.3562,67.0,1.2566,25.0,5.0,6.915723448631314,0.2,5.485908161342839,140,55,3.0,4.6101,2.0,0,12.0,12.0,6.0,1.36,1.0,1,0,0,0.0,1,0,1,1.0,0,1,0,0,1.0,1.0,0,0,1.0,0,0.0,0,0.0,1,0.0,0.0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,train
CRBP,2024-01-23,CRB-701,NCT06265727,0,1,0.4,0.6915,3,0.0,0.7071,9.0,3.1659,1090.0,4.0,5.855071922202427,0.4,2.1772478362556233,5,3,1.5,1.1545,0.0,0,244.0,1027.0,4.0,9.66,0.0,0,0,0,0.0,1,0,1,0.0,0,1,0,0,0.0,0.0,0,0,1.0,0,0.0,0,0.0,1,0.0,0.0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,train
BNTX,2024-01-25,BNT111,NCT04526899,0,1,0.0769,0.5252,11,0.0,0.5774,69.0,8.5884,1.0,3.0,5.220355825078324,0.2,4.441853745887887,13,9,2.0,3.921,0.0,0,244.0,27.0,3.0,3.72,1.0,0,0,0,0.0,1,0,1,0.0,0,1,1,0,1.0,1.0,0,0,1.0,0,0.0,0,0.0,1,0.0,0.0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,train
CRBP,2024-01-26,CRB-701,NCT06265727,1,2,0.4,0.6915,4,0.0,0.7071,9.0,3.1659,1087.0,4.0,5.855071922202427,0.4,2.1772478362556233,5,3,1.5,1.1545,0.0,0,2.0,2.0,4.0,8.22,0.0,0,0,0,0.0,1,0,1,0.0,0,1,0,0,0.0,0.0,0,0,1.0,0,0.0,0,0.0,1,0.0,0.0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,train
SUPN,2024-01-29,SAGE-718,NCT05358821,0,3,0.5,0.0982,7,0.0,2.0207,59.0,7.4246,32.0,2.0,4.248495242049359,0.2,3.497565410086237,8,5,2.0,3.1167,0.0,0,674.0,551.0,3.0,3.47,0.0,1,0,1,0.0,1,0,0,0.0,0,0,0,0,0.0,1.0,0,0,1.0,0,0.0,0,0.0,0,0.0,0.0,2.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,train
IKT,2024-01-29,Risvodetinib,NCT05424276,0,1,1.0,0.3109,1,0.0,0.7071,1.0,0.4472,271.0,3.0,4.927253685157205,0.7,2.395501124305626,2,2,2.0,0.4394,0.0,0,244.0,127.0,3.0,10.28,0.0,0,0,1,0.0,1,0,0,0.0,0,0,0,0,0.0,0.0,0,0,1.0,0,0.0,0,0.0,0,0.0,0.0,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,train
VRTX,2024-01-30,Suzetrigine,NCT05660538,0,1,0.0417,0.0524,21,0.0,3.6015,70.0,4.6953,-109.0,3.0,5.272999558563747,0.2,5.101099960576236,24,12,2.0,4.026,0.5,0,244.0,256.0,4.0,1.81,0.0,1,0,1,1.0,1,0,0,0.0,0,0,0,0,0.0,0.0,0,0,1.0,0,0.0,0,0.0,0,0.0,0.0,2.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,train
PLRX,2024-02-04,PLN-74809,NCT04480840,0,2,0.4286,3.0263,3,0.0,2.2678,6.0,2.0,23.0,3.0,4.804021044733257,0.7,1.9025467793139912,7,2,2.0,0.4394,1.0,2,586.0,375.0,4.0,5.21,1.0,1,0,0,0.0,1,0,0,0.0,1,0,0,0,1.0,1.0,0,0,1.0,0,0.0,0,0.0,0,0.0,0.0,8.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,train
KALV,2024-02-12,KVD900 600 mg,NCT05259917,0,1,0.5,0.3757,2,0.0,1.8898,7.0,2.3094,-42.0,4.0,4.919980925828125,0.7,2.9153470623241917,2,2,3.0,1.0394,2.0,0,244.0,1160.0,5.0,5.51,0.0,1,0,0,1.0,1,0,0,1.0,0,0,0,0,0.0,0.0,0,0,1.0,0,0.0,0,0.0,1,0.0,0.0,3.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,train
JANX,2024-02-13,JANX008,NCT05783622,0,1,0.3333,0.2611,1,0.0,0.0,0.0,0.75,-5.0,0.0,4.875197323201151,0.7,3.153814864344529,3,2,1.0,0.4394,0.0,0,244.0,127.0,0.0,8.74,0.0,0,0,0,0.0,0,0,1,0.0,0,1,1,0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,1,0.0,0.0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,train
NRC,2024-02-15,"Quadrivalent Human Papillomavirus (types 6, 11, 16, 18) Recombinant Vaccine",NCT03728881,0,1,0.0034,0.0135,276,0.0034843205574912,7.4983,61.0,0.6439,-502.0,2.0,7.123672785204607,0.2,2.4825877695267677,294,253,3.0,5.2149,1.5,0,244.0,166.0,2.0,2.83,1.0,0,0,0,0.0,0,0,0,1.0,0,1,0,0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,train
MESO,2024-02-21,ADI-PEG 20 (pegargiminase),NCT06034977,0,1,0.1667,0.0618,5,0.2,3.2998,25.0,1.1255,884.0,3.0,4.795790545596741,0.2,3.3228599233832603,6,6,2.0,2.5784,0.0,0,244.0,201.0,3.0,4.85,0.0,0,0,0,0.0,1,0,1,0.0,0,1,1,0,0.0,0.0,0,0,1.0,0,0.0,0,0.0,1,0.0,0.0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,train
MESO,2024-02-21,ADI-PEG20,NCT03449901,0,1,0.1667,0.0618,6,0.25,3.8431,35.0,1.0684,-592.0,-1.0,4.59511985013459,0.2,3.3228599233832603,6,6,2.0,2.5784,0.5,0,244.0,-1.0,-1.0,4.85,0.0,0,0,0,1.0,0,0,1,0.0,0,1,0,0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,1,0.0,0.0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,train
XERS,2024-02-22,levothyroxine sodium,NCT05823012,0,1,0.3333,0.0902,3,0.0,4.5853,18.0,4.0249,1.0,0.0,3.8501476017100584,0.4,3.0066799277408256,3,3,2.0,0.5545,0.0,0,244.0,1420.0,1.0,4.84,1.0,0,0,0,0.0,1,0,0,0.0,0,0,1,0,1.0,1.0,0,0,0.0,0,0.0,0,1.0,0,0.0,0.0,4.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,train
RHHBY,2024-02-23,Faricimab,NCT04740931,0,6,0.0496,0.0404,112,0.0,5.7092,85.0,1.957,-562.0,5.0,6.593044534142437,0.2,5.583827535327012,121,77,3.0,4.7427,3.0,2,135.0,126.0,6.0,1.74,0.0,0,0,0,1.0,1,0,0,1.0,1,0,0,0,0.0,0.0,0,0,1.0,0,0.0,0,0.0,1,0.0,0.0,7.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,train
