ticker,event_date,event_trading_date,nct_id,title,phase,sponsor,conditions,enrollment,interventions,market_cap_m,move_pct,move_2d_pct,price_before,price_after,move_class,event_type,catalyst_type,price_error
LLY,2023-02-21,2023-02-21,NCT04427501,A Study of LY3819253 (LY-CoV555) and LY3832479 (LY-CoV016) in Participants With Mild to Moderate COVID-19 Illness,PHASE2/PHASE3,Eli Lilly and Company,COVID-19,3307,LY3819253; LY3832479; LY3853113,,-0.27,0.2,321.19,320.32,Low,Loser,Clinical Data,
RHHBY,2024-07-19,2024-07-19,NCT04225715,A Trial To Evaluate The Efficacy And Safety Of Multiple Combination Therapies In Participants With Chronic Hepatitis B,PHASE2,Hoffmann-La Roche,"Hepatitis B, Chronic",281,Nucleos(t)ide (NUC); CpAM (RO7049389); TLR7 (RO7020531),,-0.18,0.05,38.07,38.01,Low,Loser,Clinical Data,
LPCN,2023-12-18,2023-12-18,NCT04874350,"A Study to Assess the Efficacy, Safety, and Tolerability of Oral LPCN 1148 in Male Subjects With Cirrhosis of the Liver and Sarcopenia",PHASE2,Lipocine Inc.,Liver Cirrhosis; Sarcopenia,30,LPCN 1148; Placebo,55.3,-2.95,8.12,2.71,2.63,Low,Loser,Clinical Data,
CRDF,2024-12-24,2024-12-24,NCT04752696,"Onvansertib in Combination With Nanoliposomal Irinotecan, Leucovorin, and Fluorouracil for Second-Line Treatment of Participants With Metastatic Pancreatic Ductal Adenocarcinoma",PHASE2,Cardiff Oncology,Pancreatic Ductal Adenocarcinoma,41,Onvansertib; Nanoliposomal irinotecan; Leucovorin,130.7,-3.69,6.63,4.07,3.92,Low,Loser,Clinical Data,
IPHA,2023-03-28,2023-03-28,NCT02643550,Study of Monalizumab and Cetuximab in Patients With Recurrent or Metastatic Squamous Cell Carcinoma of the Head and Neck,PHASE1/PHASE2,Innate Pharma,Head and Neck Neoplasms,143,Monalizumab; Cetuximab; Anti-PD(L)1,160.7,-6.09,-7.57,3.04,2.86,Medium,Loser,Clinical Data,
PCVX,2024-07-17,2024-07-17,NCT06151288,"Safety, Tolerability, and Immunogenicity Study of a 31-Valent Pneumococcal Conjugate Vaccine (VAX-31) in Adults",PHASE1/PHASE2,"Vaxcyte, Inc.",Pneumococcal Vaccines,1015,31 valent pneumococcal conjugate vaccine; 20 valent pneumococcal conjugate vaccine,8965.0,-2.25,-4.42,83.24,81.37,Low,Loser,Clinical Data,
BMY,2023-11-09,2023-11-09,NCT03496168,Extension Study of Mavacamten (MYK-461) in Adults With Symptomatic Obstructive Hypertrophic Cardiomyopathy Previously Enrolled in PIONEER,PHASE2,Bristol-Myers Squibb,Hypertrophic Cardiomyopathy,13,mavacamten,,-3.83,-3.45,46.98,45.18,Low,Loser,Clinical Data,
PFE,2022-03-25,2022-03-25,NCT04801420,"Phase 2 Study Of VLA15, A Vaccine Candidate Against Lyme Borreliosis, In A Healthy Pediatric And Adult Study Population",PHASE2,Pfizer,Lyme Borreliosis,625,VLA15; Placebo,,0.36,1.31,42.43,42.59,Low,Gainer,Clinical Data,
IONS,2022-07-15,2022-07-15,NCT04522180,"A Study to Assess the Safety, Tolerability, and Efficacy of IONIS-GHR-LRx Administered in Patients With Acromegaly",PHASE2,"Ionis Pharmaceuticals, Inc.",Acromegaly,34,GHR-LRX,,5.93,4.39,37.11,39.31,Medium,Gainer,Clinical Data,
NRC,2023-08-01,2023-08-01,NCT03092674,"Azacitidine With or Without Nivolumab or Midostaurin, or Decitabine and Cytarabine Alone in Treating Older Patients With Newly Diagnosed Acute Myeloid Leukemia or High-Risk Myelodysplastic Syndrome",PHASE2/PHASE3,National Cancer Institute (NCI),Acute Myeloid Leukemia; Myelodysplastic Syndrome; Myelodysplastic Syndrome/Acute Myeloid Leukemia,76,Azacitidine; Cytarabine; Decitabine,303.8,-0.12,2.17,39.56,39.51,Low,Loser,Clinical Data,
BMY,2023-08-29,2023-08-29,NCT04877990,A Study to Evaluate the Long-term Safety and Efficacy of Deucravacitinib in Participants With Crohn's Disease or Ulcerative Colitis,PHASE2,Bristol-Myers Squibb,Crohn Disease; Ulcerative Colitis,67,Deucravacitinib,,1.96,1.2,54.69,55.76,Low,Gainer,Clinical Data,
NRC,2023-08-29,2023-08-29,NCT04869592,A Clinical Trial to Evaluate the Recombinant SARS-CoV-2 Vaccine (CHO Cell) for COVID-19,PHASE1/PHASE2,"National Vaccine and Serum Institute, China",COVID-19,3100,low-dose Recombinant SARS-CoV-2 Vaccine (CHO cell); high-dose Recombinant SARS-CoV-2 Vaccine (CHO cell); placebo,303.8,2.31,2.93,38.73,39.63,Low,Gainer,Clinical Data,
NRC,2021-10-15,2021-10-15,NCT01771107,Brentuximab Vedotin and Combination Chemotherapy in Treating Patients With Stage II-IV HIV-Associated Hodgkin Lymphoma,PHASE1/PHASE2,National Cancer Institute (NCI),AIDS-Related Hodgkin Lymphoma; Ann Arbor Stage II Hodgkin Lymphoma; Ann Arbor Stage IIA Hodgkin Lymphoma; Ann Arbor Stage IIB Hodgkin Lymphoma; Ann Arbor Stage III Hodgkin Lymphoma; Ann Arbor Stage IIIA Hodgkin Lymphoma; Ann Arbor Stage IIIB Hodgkin Lymphoma; Ann Arbor Stage IV Hodgkin Lymphoma; Ann Arbor Stage IVA Hodgkin Lymphoma; Ann Arbor Stage IVB Hodgkin Lymphoma; Classic Hodgkin Lymphoma; HIV Infection,41,Brentuximab Vedotin; Dacarbazine; Doxorubicin Hydrochloride,303.8,-1.43,-1.93,38.93,38.38,Low,Loser,Clinical Data,
RHHBY,2023-12-30,2024-01-02,NCT04201834,Risperidone for the Treatment of Huntington's Disease Involuntary Movements,PHASE2,University of Rochester,Huntington Disease; Chorea,6,Risperidone; BioStamp nPoint device,,0.33,2.73,33.64,33.75,Low,Gainer,Clinical Data,
NRC,2019-08,2019-08-01,NCT02329080,New Combination of Chemoimmunotherapy for Systemic B-cell Lymphoma With Central Nervous System Involvement,PHASE2,International Extranodal Lymphoma Study Group (IELSG),Diffuse Large B-cell Lymphoma,79,Methotrexate; Rituximab; Cytarabine,303.8,-1.13,-3.16,59.2,58.53,Low,Loser,Clinical Data,
RHHBY,2022-09-16,2022-09-16,NCT03839459,Denosumab for Smoldering Multiple Myeloma,PHASE2,University of Rochester,Smoldering Multiple Myeloma,20,Denosumab,,-0.63,-1.99,38.15,37.91,Low,Loser,Clinical Data,
RHHBY,2023-07-19,2023-07-19,NCT04265261,A Study to Investigate the Efficacy and Safety of RG7774 in Patients With Diabetes Mellitus Type 1 or Type 2 With Treatment-Naive Diabetic Retinopathy,PHASE2,Hoffmann-La Roche,Diabetic Retinopathy,139,Placebo; RG7774,,0.48,0.71,36.4,36.58,Low,Gainer,Clinical Data,
NRC,2024-04-17,2024-04-17,NCT04921930,Evaluation of the Effect of Artesunate in Friedreich Ataxia (FA),PHASE1/PHASE2,"Institut National de la Santé Et de la Recherche Médicale, France",Friedreich Ataxia,20,Artesunate Oral Product,303.8,-3.03,-4.34,32.66,31.68,Low,Loser,Clinical Data,
NRC,2023-09-01,2023-09-01,NCT04173819,"Safety and Pharmacokinetics of the Combination Broadly Neutralizing Antibodies, 3BNC117-LS-J and 10-1074-LS-J, in Healthy American and African Adults",PHASE1/PHASE2,International AIDS Vaccine Initiative,HIV-1-infection,225,3BNC117-LS-J; 10-1074-LS-J; Combination 3BNC117-LS-J and 10-1074-LS-J,303.8,0.57,0.65,38.54,38.76,Low,Gainer,Clinical Data,
ARQT,2025-12-04,2025-12-04,NCT06998056,Safety Study of Roflumilast Cream 0.05% in Infants Aged 3 Months to Less Than 2 Years With Atopic Dermatitis,PHASE2,"Arcutis Biotherapeutics, Inc.",Atopic Dermatitis (Eczema),101,ARQ-151 cream 0.05%,3303.6,4.01,4.14,29.96,31.16,Low,Gainer,Clinical Data,
LLY,2014-07-26,2014-07-28,NCT01582269,A Study in Recurrent Glioblastoma (GB),PHASE2,Eli Lilly and Company,Glioblastoma,158,Galunisertib; Lomustine; Placebo,,-0.61,-1.58,51.45,51.13,Low,Loser,Clinical Data,
PFE,2022-09-30,2022-09-30,NCT04682639,A Study to Assess the Safety and Efficacy of Oral Etrasimod in Adult Participants With Eosinophilic Esophagitis,PHASE2,Pfizer,Eosinophilic Esophagitis,108,Etrasimod; Placebo; Etrasimod,,-0.91,-0.05,36.2,35.87,Low,Loser,Clinical Data,
RHHBY,2024-05-01,2024-05-01,NCT05419388,A Study of Multiple Doses of RO7247669 in Participants With Previously Untreated Unresectable or Metastatic Melanoma,PHASE2,Hoffmann-La Roche,Melanoma,93,RO7247669,,-0.23,-1.88,28.86,28.79,Low,Loser,Clinical Data,
NRC,2019-04-04,2019-04-04,NCT02101788,Trametinib in Treating Patients With Recurrent or Progressive Low-Grade Ovarian Cancer or Peritoneal Cavity Cancer,PHASE2/PHASE3,National Cancer Institute (NCI),Borderline Ovarian Serous Tumor; Micropapillary Serous Carcinoma; Ovarian Serous Adenocarcinoma; Primary Peritoneal Serous Adenocarcinoma; Recurrent Ovarian Low Grade Serous Adenocarcinoma; Recurrent Primary Peritoneal Serous Adenocarcinoma,260,Letrozole; Paclitaxel; Pegylated Liposomal Doxorubicin Hydrochloride,303.8,-0.54,2.31,34.09,33.9,Low,Loser,Clinical Data,
GILD,2025-01-16,2025-01-16,NCT05281510,"Study of VRC07-523LS, CAP256V2LS, and Vesatolimod, in Early Antiretroviral-treated HIV-1 Clade C-infected Women",PHASE2,Gilead Sciences,HIV-1-infection,20,Vesatolimod; VRC07523LS; CAP256V2LS,,-0.79,-0.58,89.87,89.16,Low,Loser,Clinical Data,
MGNX,2024-01-15,2024-01-16,NCT04082364,"Combination Margetuximab, Retifanlimab, Tebotelimab, and Chemotherapy Phase 2/3 Trial in HER2+ Gastric/GEJ Cancer",PHASE2/PHASE3,MacroGenics,Gastric Cancer; Gastroesophageal Junction Cancer; HER2-positive Gastric Cancer,82,margetuximab; Retifanlimab; Tebotelimab,125.9,1.96,-1.4,10.7,10.91,Low,Gainer,Clinical Data,
ABBV,2024-12-23,2024-12-23,NCT05570006,Study of ABBV-668 Oral Capsules to Assess Adverse Events and Change in Disease Activity in Adult Participants With Moderate to Severe Ulcerative Colitis,PHASE2,AbbVie,Ulcerative Colitis,30,ABBV-668,,1.6,2.52,168.29,170.99,Low,Gainer,Clinical Data,
SNY,2025-04-08,2025-04-08,NCT06949358,A Study to Evaluate Safety and Tolerability of Olipudase Alfa in Pediatric and Adult Participants With Acid Sphingomyelinase Deficiency (ASMD) Who Completed the DFI12712 or the LTS13632 Study in France,PHASE2,Sanofi,Niemann-Pick Disease,3,Olipudase alfa,,-1.77,0.89,48.61,47.74,Low,Loser,Clinical Data,
BMY,2023-06-01,2023-06-01,NCT03336216,A Study of Cabiralizumab Given With Nivolumab With and Without Chemotherapy in Patients With Advanced Pancreatic Cancer,PHASE2,Bristol-Myers Squibb,Advanced Pancreatic Cancer,205,Cabiralizumab; Nab-paclitaxel; Onivyde,,0.37,1.89,56.67,56.88,Low,Gainer,Clinical Data,
NRC,2024-04-26,2024-04-26,NCT04003948,Preliminary Efficacy and Safety of Ibogaine in the Treatment of Methadone Detoxification,PHASE2,"International Center for Ethnobotanical Education, Research, and Service",Drug Dependence; Drug Use Disorders; Opioid Dependence,20,Ibogaine Hydrochloride,303.8,0.65,2.11,31.93,32.14,Low,Gainer,Clinical Data,
LLY,2023-06-05,2023-06-05,NCT05620563,A Chronic Pain Master Protocol (CPMP): A Study of LY3857210 In Participants With Osteoarthritis Pain,PHASE2,Eli Lilly and Company,Osteoarthritis,147,LY3857210; Placebo,,0.44,0.17,433.75,435.64,Low,Gainer,Clinical Data,
SGMT,2023-10-02,2023-10-02,NCT04906421,Study of TVB-2640 in Subjects With Nonalcoholic Steatohepatitis (NASH),PHASE2,Sagimet Biosciences Inc.,Metabolic Dysfunction-assocated Steatohepatitis/ Nonalcoholic Fatty Liver Disease,168,TVB-2640; Placebo,185.7,-13.41,-11.82,8.8,7.62,Medium,Loser,Clinical Data,
NRC,2023-03-31,2023-03-31,NCT03233204,"Olaparib in Treating Patients With Relapsed or Refractory Advanced Solid Tumors, Non-Hodgkin Lymphoma, or Histiocytic Disorders With Defects in DNA Damage Repair Genes (A Pediatric MATCH Treatment Trial)",PHASE2,National Cancer Institute (NCI),Advanced Malignant Solid Neoplasm; Ann Arbor Stage III Childhood Non-Hodgkin Lymphoma; Ann Arbor Stage IV Childhood Non-Hodgkin Lymphoma; Low Grade Glioma; Malignant Glioma; Recurrent Childhood Central Nervous System Neoplasm; Recurrent Childhood Ependymoma; Recurrent Childhood Malignant Germ Cell Tumor; Recurrent Childhood Non-Hodgkin Lymphoma; Recurrent Childhood Rhabdomyosarcoma; Recurrent Childhood Soft Tissue Sarcoma; Recurrent Ewing Sarcoma/Peripheral Primitive Neuroectodermal Tumor; Recurrent Glioma; Recurrent Hepatoblastoma; Recurrent Langerhans Cell Histiocytosis; Recurrent Malignant Solid Neoplasm; Recurrent Medulloblastoma; Recurrent Neuroblastoma; Recurrent Osteosarcoma; Refractory Childhood Malignant Germ Cell Tumor; Refractory Ependymoma; Refractory Ewing Sarcoma/Peripheral Primitive Neuroectodermal Tumor; Refractory Glioma; Refractory Hepatoblastoma; Refractory Langerhans Cell Histiocytosis; Refractory Malignant Glioma; Refractory Malignant Solid Neoplasm; Refractory Medulloblastoma; Refractory Neuroblastoma; Refractory Non-Hodgkin Lymphoma; Refractory Osteosarcoma; Refractory Primary Central Nervous System Neoplasm; Refractory Rhabdomyosarcoma; Refractory Soft Tissue Sarcoma; Rhabdoid Tumor; Wilms Tumor,6,Olaparib,303.8,1.99,4.74,39.22,40.0,Low,Gainer,Clinical Data,
MRK,2025-12-05,2025-12-05,NCT05342636,A Study of Combination Therapies With or Without Pembrolizumab (MK-3475) and/or Chemotherapy in Participants With Advanced Esophageal Cancer (MK-3475-06A),PHASE1/PHASE2,Merck Sharp & Dohme LLC,Esophageal Squamous Cell Carcinoma (ESCC),90,Pembrolizumab; Coformulation favezelimab/pembrolizumab; MK-4830,,-1.16,-1.94,100.03,98.87,Low,Loser,Clinical Data,
NRC,2023-12-04,2023-12-04,NCT03896516,Manipulating Ghrelin Signaling Via GOAT Inhibition in Alcohol Use Disorder,PHASE1/PHASE2,National Institute on Drug Abuse (NIDA),Alcohol Use Disorder,21,Placebo; GLWL-01,303.8,0.0,0.0,39.21,39.21,Low,Loser,Clinical Data,
REGN,2021-05-20,2021-05-20,NCT03132636,"PD-1 in Patients With Advanced Basal Cell Carcinoma Who Experienced Progression of Disease on Hedgehog Pathway Inhibitor Therapy, or Were Intolerant of Prior Hedgehog Pathway Inhibitor Therapy",PHASE2,Regeneron Pharmaceuticals,"Carcinoma, Basal Cell",138,cemiplimab,,0.58,-0.7,506.85,509.77,Low,Gainer,Clinical Data,
REGN,2022-05-05,2022-05-05,NCT04888507,Pozelimab and Cemdisiran Combination Therapy in Adult Participants With Paroxysmal Nocturnal Hemoglobinuria Who Switch From Eculizumab Therapy,PHASE2,Regeneron Pharmaceuticals,Paroxysmal Nocturnal Hemoglobinuria,6,Pozelimab; Cemdisiran,,-3.25,-5.72,656.43,635.08,Low,Loser,Clinical Data,
LLY,2023-03-15,2023-03-15,NCT04004611,A Study of Mirikizumab (LY3074828) in Children and Teenagers With Ulcerative Colitis (UC),PHASE2,Eli Lilly and Company,Ulcerative Colitis,26,Mirikizumab,,0.73,0.75,319.89,322.24,Low,Gainer,Clinical Data,
RHHBY,2023-06-21,2023-06-21,NCT05293717,Topical Ruxolitinib in Chronic Hand Dermatitis,PHASE1/PHASE2,University of Rochester,Chronic Hand Dermatitis,16,Ruxolitinib,,-0.6,-0.49,35.71,35.49,Low,Loser,Clinical Data,
ABBV,2025-06-25,2025-06-25,NCT05443724,A Study to Evaluate Safety and Tolerability of CVL-231 (Emraclidine) in Adult Participants With Schizophrenia,PHASE2,AbbVie,Schizophrenia,700,CVL-231 30 mg,,-0.09,0.67,181.19,181.03,Low,Loser,Clinical Data,
NVS,2023-11-28,2023-11-28,NCT05454410,"Study of Efficacy, Safety, Tolerability and Pharmacokinetics of MIJ821 in Participants With Treatment- Resistant Depression (TRD)",PHASE2,Novartis Pharmaceuticals,Treatment-Resistant Depression,60,MIJ821 Subcutaneous Injection 1 mg; MIJ821 Subcutaneous Injection 4 mg; MIJ821 Subcutaneous Injection 10 mg,,-0.76,-0.75,90.8,90.11,Low,Loser,Clinical Data,
BMY,2023-05-31,2023-05-31,NCT04613518,"A Study of the Safety, Efficacy, and Biomarker Response of BMS-986165 in Participants With Moderate to Severe Ulcerative Colitis",PHASE2,Bristol-Myers Squibb,"Colitis, Ulcerative",38,BMS-986165; Placebo Comparator,,1.15,1.52,56.03,56.67,Low,Gainer,Clinical Data,
CGON,2023-03-07,,NCT04387461,"Study of CG0070 Given in Combination With Pembrolizumab, in Non-Muscle Invasive Bladder Cancer, Unresponsive to Bacillus Calmette-Guerin",PHASE2,"CG Oncology, Inc.",Non Muscle Invasive Bladder Cancer,35,CG0070; Pembrolizumab Injection; n-dodecyl-B-D-maltoside,4858.3,,,,,Unknown,Loser,Clinical Data,Insufficient price data
CTMX,2023-06-01,2023-06-01,NCT03543813,PROCLAIM-CX-2029: A Trial to Find Safe and Active Doses of an Investigational Drug CX-2029 for Patients With Solid Tumors or DLBCL,PHASE1/PHASE2,CytomX Therapeutics,"Solid Tumor, Adult; Head and Neck Cancer; Non Small Cell Lung Cancer; Diffuse Large B Cell Lymphoma; Esophageal Cancer",133,CX-2029,909.9,-1.75,1.17,1.71,1.68,Low,Loser,Clinical Data,
MRK,2024-10-30,2024-10-30,NCT05027074,Global Study of MK-2060 (Anti-Factor XI Monoclonal Antibody) in Participants With End Stage Renal Disease Receiving Hemodialysis (FXI Hemodialysis Study) (MK-2060-007),PHASE2,Merck Sharp & Dohme LLC,"End-Stage Renal Disease; End-Stage Kidney Disease; Kidney Failure, Chronic",506,MK-2060; Placebo,,1.06,-1.36,99.18,100.23,Low,Gainer,Clinical Data,
ABBV,2022-11-09,2022-11-09,NCT03398148,"A Multicenter, Randomized, Double-Blind, Placebo Controlled Induction Study to Evaluate the Efficacy and Safety of Risankizumab in Participants With Moderately to Severely Active Ulcerative Colitis",PHASE2/PHASE3,AbbVie,Ulcerative Colitis (UC),1558,risankizumab IV; placebo for risankizumab; risankizumab SC,,-0.61,0.8,132.01,131.2,Low,Loser,Clinical Data,
AZN,2023-08-25,2023-08-25,NCT05140382,AZD4573 as Monotherapy or in Combinations With Anti-cancer Agents in Patients With r/r PTCL or r/r cHL,PHASE2,AstraZeneca,Relapsed/Refractory Peripheral T-cell Lymphoma; Relapsed/Refractory Classical Hodgkins Lymphoma,52,AZD4573,,0.53,1.1,128.79,129.47,Low,Gainer,Clinical Data,
AZN,2025-12-19,2025-12-19,NCT06579105,"Efficacy, Safety, and Tolerability of Once Daily Oral Administration of AZD5004 Versus Placebo for 26 Weeks in Adults With Type 2 Diabetes Mellitus.",PHASE2,AstraZeneca,"Diabetes Mellitus, Type 2",406,Placebo (placebo matching AZD5004 film-coated tablet); AZD5004; Semaglutide,,0.83,1.04,179.35,180.83,Low,Gainer,Clinical Data,
NVAX,2024-05-21,2024-05-21,NCT05925127,Phase 2/3 Heterologous Boosting Study With Different Dose Levels of Monovalent SARS-CoV-2 rS Vaccines,PHASE2/PHASE3,Novavax,COVID-19,994,NVX-CoV2373 (5μg); NVX-CoV2601 (5μg); NVX-CoV2601(5μg),1647.7,0.81,6.15,14.79,14.91,Low,Gainer,Clinical Data,
ABBV,2025-10-09,2025-10-09,NCT05105841,Study to Assess Change in Disease Activity and Adverse Events of Oral Venetoclax in Combination With Intravenous (IV) Obinutuzumab or Oral Ibrutinib in Adult Participants With Untreated Chronic Lymphocytic Leukemia (CLL)/Small Lymphocytic Lymphoma (SLL),PHASE2,AbbVie,Chronic Lymphocytic Leukemia (CLL); Small Lymphocytic Lymphoma (SLL),20,Venetoclax; Ibrutinib; Obinutuzumab,,-0.24,-0.32,227.75,227.21,Low,Loser,Clinical Data,
NRC,2023-11-01,2023-11-01,NCT04635241,Inhaled Heparin for Hospitalised COVID-19 Patients,PHASE2/PHASE3,Australian National University,Covid19,485,Unfractionated heparin,303.8,0.33,-0.78,39.93,40.06,Low,Gainer,Clinical Data,
MRK,2023-08-30,2023-08-30,NCT03108066,MK-3795 (PT2385) for the Treatment of Von Hippel-Lindau Disease-Associated Clear Cell Renal Cell Carcinoma (MK-3795-003),PHASE2,"Peloton Therapeutics, Inc., a subsidiary of Merck & Co., Inc. (Rahway, New Jersey USA)","VHL Gene Mutation; VHL; VHL Syndrome; VHL Gene Inactivation; Von Hippel; Von Hippel-Lindau Disease; Von Hippel's Disease; Von Hippel-Lindau Syndrome, Modifiers of; Clear Cell Renal Cell Carcinoma; Clear Cell RCC; ccRCC",4,MK-3795,,0.2,-0.92,101.75,101.96,Low,Gainer,Clinical Data,
MRK,2025-10-31,2025-10-31,NCT04165083,KEYMAKER-U01 Substudy 2: Efficacy and Safety Study of Pembrolizumab (MK-3475) When Used With Investigational Agents in Treatment-naïve Participants With Anti-programmed Cell Death Receptor Ligand 1 (PD-L1) Positive Advanced Non-small Cell Lung Cancer (NSCLC) (MK-3475-01B/KEYMAKER-U01B),PHASE2,Merck Sharp & Dohme LLC,"Carcinoma, Non-Small-Cell Lung",102,Pembrolizumab; MK-4830; MK-0482,,-0.35,-4.39,85.55,85.25,Low,Loser,Clinical Data,
VNDA,2025-10-06,2025-10-06,NCT06804603,A Study to Measure the Effects of Using Tradipitant on Nausea and Vomiting After GLP-1R Agonist Use,PHASE2,Vanda Pharmaceuticals,Obesity,124,Tradipitant; Placebo,526.7,-0.55,-2.03,5.43,5.4,Low,Loser,Clinical Data,
AZN,2018-12-13,2018-12-13,NCT02272790,"Adavosertib Plus Chemotherapy in Platinum-Resistant Epithelial Ovarian, Fallopian Tube, or Primary Peritoneal Cancer",PHASE2,AstraZeneca,"Ovarian, Fallopian Tube, Peritoneal Cancer, P53 Mutation",95,Adavosertib; Paclitaxel; Carboplatin,,0.85,0.62,64.65,65.19,Low,Gainer,Clinical Data,
REGN,2023-07-27,2023-07-27,NCT04442269,Investigating Treatment With Dupilumab in Patients With Allergic Bronchopulmonary Aspergillosis (ABPA) (LIBERTY ABPA AIRED),PHASE2,Regeneron Pharmaceuticals,Allergic Bronchopulmonary Aspergillosis,62,dupilumab; Placebo,,1.87,2.07,726.05,739.66,Low,Gainer,Clinical Data,
DVAX,2023-10-03,2023-10-03,NCT05506969,"Trial of the Immunogenicity, Safety, and Tolerability of rF1V Vaccine With CpG 1018® Adjuvant Compared With rF1V Vaccine in Adults 18 to 55 Years of Age",PHASE2,Dynavax Technologies Corporation,"Plague, Pneumonic; Plague; Vaccine-Preventable Diseases",200,rF1V-1018; rF1V vaccine,1820.1,-3.81,-4.27,14.98,14.41,Low,Loser,Clinical Data,
AZN,2015-05-01,2015-05-01,NCT02094261,Phase II AZD9291 Open Label Study in NSCLC After Previous EGFR TKI Therapy in EGFR and T790M Mutation Positive Tumours,PHASE2,AstraZeneca,Non Small Cell Lung Cancer,210,AZD9291,,-0.88,0.04,49.17,48.74,Low,Loser,Clinical Data,
NRC,2024-07-19,2024-07-19,NCT06628596,Acute Effects of Paraxanthine on Energy and Focus,PHASE1/PHASE2,Iovate Health Sciences International Inc,Cognition; Appetite; Mental Energy; Dietary Supplement,25,Paraxanthine 200mg and 300mg,303.8,-1.67,1.59,22.87,22.49,Low,Loser,Clinical Data,
