ticker,event_date,event_trading_date,nct_id,title,phase,sponsor,conditions,enrollment,interventions,market_cap_m,move_pct,move_2d_pct,price_before,price_after,move_class,event_type,catalyst_type,price_error
ABBV,2019-04-05,2019-04-05,NCT02163694,"A Phase 3 Randomized, Placebo-controlled Trial of Carboplatin and Paclitaxel With or Without Veliparib (ABT-888) in HER2-negative Metastatic or Locally Advanced Unresectable BRCA-associated Breast Cancer",PHASE3,AbbVie,Metastatic Breast Cancer,513,Veliparib Placebo; Veliparib; Carboplatin,,0.77,1.41,61.37,61.84,Low,Gainer,Clinical Data,
MRK,2021-05-19,2021-05-19,NCT04676412,Efficacy and Safety Study of Pembrolizumab (MK-3475) With or Without Lenvatinib (MK-7902/E7080) in Adults With Programmed Cell Death-Ligand 1 (PD-L1)-Positive Treatment-naïve Nonsmall Cell Lung Cancer (NSCLC) [MK-7902-007/E7080-G000-314/LEAP-007] - China Extension Study,PHASE3,Merck Sharp & Dohme LLC,Non-small Cell Lung Cancer,107,Pembrolizumab; Lenvatinib; Placebo for lenvatinib,,-0.03,0.35,65.19,65.18,Low,Loser,Clinical Data,
NRC,2023-01-12,2023-01-12,NCT02980276,RCT Metformin for Reduction of Gestational Diabetes Mellitus Effects,PHASE3,"National University of Ireland, Galway, Ireland",Gestational Diabetes,535,Metformin Hydrochloride; Placebo,303.8,0.41,1.36,38.32,38.47,Low,Gainer,Clinical Data,
SNY,2024-08-31,2024-09-03,NCT04904549,Study of Monovalent and Bivalent Recombinant Protein Vaccines Against COVID-19 in Adults 18 Years of Age and Older,PHASE3,"Sanofi Pasteur, a Sanofi Company",COVID-19,23726,SARS-CoV-2 adjuvanted recombinant protein vaccine (monovalent D614) (primary series); SARS-CoV-2 adjuvanted recombinant protein vaccine (bivalent D614 + B.1.351) (primary series); Placebo,,2.26,4.03,53.87,55.09,Low,Gainer,Clinical Data,
ABBV,2023-06-26,2023-06-26,NCT05248893,A Study to Assess Adverse Events of Intramuscular AGN-151586 Injection in Adult Participants With Glabellar Lines,PHASE3,AbbVie,Glabellar Lines,986,AGN-151586,,-0.71,-2.44,123.08,122.2,Low,Loser,Clinical Data,
GILD,2025-07-04,2025-07-07,NCT04527991,Study of Sacituzumab Govitecan Versus Physician's Choice of Treatment in Participants With Urothelial Cancer That Cannot Be Removed or Has Spread,PHASE3,Gilead Sciences,Locally Advanced or Metastatic Unresectable Urothelial Cancer,712,Sacituzumab Govitecan-hziy; Paclitaxel; Docetaxel,,0.03,-0.62,110.25,110.28,Low,Gainer,Clinical Data,
ORGO,2025-08-15,2025-08-15,NCT06000410,A Study to Evaluate the Efficacy of Amniotic Suspension Allograft in Patients With Osteoarthritis of the Knee,PHASE3,Organogenesis,Knee Osteoarthritis,594,Amniotic Suspension Allograft; Placebo,407.4,0.64,-2.55,4.7,4.73,Low,Gainer,Clinical Data,
BMY,2024-10-25,2024-10-25,NCT02477826,"An Investigational Immuno-therapy Trial of Nivolumab, or Nivolumab Plus Ipilimumab, or Nivolumab Plus Platinum-doublet Chemotherapy, Compared to Platinum Doublet Chemotherapy in Patients With Stage IV Non-Small Cell Lung Cancer (NSCLC)",PHASE3,Bristol-Myers Squibb,Non-Small Cell Lung Cancer,2747,Nivolumab; Ipilimumab; Carboplatin,,-1.89,-0.53,49.83,48.88,Low,Loser,Clinical Data,
REGN,2025-04-18,2025-04-21,NCT03088540,Study of REGN 2810 Compared to Platinum-Based Chemotherapies in Participants With Metastatic Non-Small Cell Lung Cancer (NSCLC),PHASE3,Regeneron Pharmaceuticals,"Carcinoma，Non-Small-Cell Lung; Lung Carcinomas, Non-Small-Cell; Non-small-cell Lung Carcinoma; Nonsmall Cell Lung Cancer",712,Pemetrexed; Paclitaxel; Gemcitabine,,-0.3,3.97,560.1,558.44,Low,Loser,Clinical Data,
AMGN,2025-02-27,2025-02-27,NCT05704738,A Study to Evaluate Rocatinlimab (AMG 451) in Adolescent Participants With Moderate-to-severe Atopic Dermatitis (AD),PHASE3,Amgen,Atopic Dermatitis,532,Rocatinlimab; Placebo,,-0.18,0.55,297.06,296.52,Low,Loser,Clinical Data,
CYTK,2025-02-28,2025-02-28,NCT05767346,Phase 3 Trial to Evaluate the Efficacy and Safety of Aficamten Compared to Metoprolol Succinate in Adults With Symptomatic oHCM,PHASE3,Cytokinetics,Obstructive Hypertrophic Cardiomyopathy (oHCM),175,"Aficamten (CK-3773274) (5 mg, 10 mg, 15 mg and 20 mg); Placebo to match aficamten; Metoprolol succinate (50 mg, 100 mg, 150 mg and 200 mg)",7607.3,-3.06,-9.61,47.45,46.0,Low,Loser,Clinical Data,
SLNO,2023-08-17,2023-08-17,NCT03714373,"Open-Label Extension Study of DCCR in PWS Followed by Double-Blind, Placebo-Controlled, Randomized Withdrawal Period",PHASE3,"Soleno Therapeutics, Inc.",Prader-Willi Syndrome,115,DCCR; DCCR; Placebo for DCCR,2098.5,-2.67,-3.33,4.5,4.38,Low,Loser,Clinical Data,
RHHBY,2018-11-23,2018-11-23,NCT03084939,Efficacy and Safety of Trastuzumab Emtansine in Chinese Participants With Human Epidermal Growth Factor Receptor 2 (HER2)-Positive Locally Advanced or Metastatic Breast Cancer,PHASE3,Hoffmann-La Roche,Breast Cancer,351,Trastuzumab Emtansine; Lapatinib; Capecitabine,,0.1,1.35,24.62,24.65,Low,Gainer,Clinical Data,
BMY,2024-03-22,2024-03-22,NCT04026412,A Study of Nivolumab and Ipilimumab in Untreated Participants With Stage 3 Non-small Cell Lung Cancer (NSCLC) That is Unable or Not Planned to be Removed by Surgery,PHASE3,Bristol-Myers Squibb,Non-Small Cell Lung Cancer (NSCLC),925,nivolumab; ipilimumab; durvalumab,,0.66,1.28,46.77,47.08,Low,Gainer,Clinical Data,
IONS,2023-11-09,2023-11-09,NCT05139810,OASIS-HAE: A Study to Evaluate the Safety and Efficacy of Donidalorsen (ISIS 721744 or IONIS-PKK-LRx) in Participants With Hereditary Angioedema (HAE),PHASE3,"Ionis Pharmaceuticals, Inc.",Hereditary Angioedema,91,Donidalorsen; Placebo,,0.47,-1.55,47.09,47.31,Low,Gainer,Clinical Data,
ABBV,2025-06-05,2025-06-05,NCT04166058,Long-term Safety of Linaclotide in Pediatric Participants With FC or IBS-C,PHASE3,AbbVie,Irritable Bowel Syndrome With Constipation; Functional Constipation,381,Irritable Bowel Syndrome with Constipation (IBS-C) participants (LIN-MD-63 and LIN-MD-64 completers); Functional Constipation (FC) participants (LIN-MD-62 and LIN-MD-64 completers),,0.07,1.33,182.93,183.06,Low,Gainer,Clinical Data,
RHHBY,2025-05-08,2025-05-08,NCT06774859,"Study to Assess the Safety, Pharmacokinetics, and Efficacy of Baloxavir Marboxil in Chinese Pediatric Participants 1 to <12 Years of Age With Influenza Symptoms",PHASE3,Hoffmann-La Roche,Influenza,100,Baloxavir Marboxil; Oseltamivir,,-3.03,-4.86,40.33,39.11,Low,Loser,Clinical Data,
VRTX,2023-08-25,2023-08-25,NCT05558410,Evaluation of Efficacy and Safety of Suzetrigine for Acute Pain After an Abdominoplasty,PHASE3,Vertex Pharmaceuticals Incorporated,Acute Pain,1118,Suzetrigine (SUZ); HB/APAP; Placebo (matched to SUZ),,0.95,1.39,346.77,350.06,Low,Gainer,Clinical Data,
NVAX,2024-04-01,2024-04-01,NCT05973006,Phase 3 Adolescent Study for SARS-CoV-2 rS Variant Vaccines,PHASE3,Novavax,COVID-19,400,NVX-CoV2601 co-formulated Omicron XBB.1.5 SARS-CoV-2 rS vaccine; Prototype/XBB.1.5 Bivalent Vaccine (5 µg),1647.7,-2.72,-5.23,4.78,4.65,Low,Loser,Clinical Data,
MRK,2024-09-27,2024-09-27,NCT04776148,Study of Lenvatinib (MK-7902/E7080) in Combination With Pembrolizumab (MK-3475) Versus Standard of Care in Participants With Metastatic Colorectal Cancer (MK-7902-017/E7080-G000-325/LEAP-017),PHASE3,Merck Sharp & Dohme LLC,Colorectal Neoplasms,563,pembrolizumab; lenvatinib; regorafenib,,0.53,0.42,108.13,108.7,Low,Gainer,Clinical Data,
AZN,2019-06-04,2019-06-04,NCT02987543,Study of Olaparib (Lynparza™) Versus Enzalutamide or Abiraterone Acetate in Men With Metastatic Castration-Resistant Prostate Cancer (PROfound Study),PHASE3,AstraZeneca,Metastatic Castration-resistant Prostate Cancer,387,olaparib; enzalutamide; abiraterone acetate,,1.82,1.21,64.41,65.58,Low,Gainer,Clinical Data,
VRTX,2023-03-24,2023-03-24,NCT04545515,A Study Evaluating the Long-term Safety and Efficacy of Elexacaftor/Tezacaftor/Ivacaftor in Cystic Fibrosis (CF) Particpants 6 Years and Older and F/MF Genotypes,PHASE3,Vertex Pharmaceuticals Incorporated,Cystic Fibrosis,120,ELX/TEZ/IVA; IVA,,3.16,1.22,304.75,314.39,Low,Gainer,Clinical Data,
NRC,2016-10-31,2016-10-31,NCT02003209,"Docetaxel, Carboplatin, Trastuzumab, and Pertuzumab With or Without Estrogen Deprivation in Treating Patients With Hormone Receptor-Positive, HER2-Positive Operable or Locally Advanced Breast Cancer",PHASE3,National Cancer Institute (NCI),HER2-Positive Breast Carcinoma; Hormone Receptor-Positive Breast Carcinoma; Stage IB Breast Cancer AJCC v7; Stage IIA Breast Cancer AJCC v6 and v7; Stage IIB Breast Cancer AJCC v6 and v7; Stage IIIA Breast Cancer AJCC v7; Stage IIIB Breast Cancer AJCC v7; Stage IIIC Breast Cancer AJCC v7,315,Aromatase Inhibition Therapy; Carboplatin; Cytology Specimen Collection Procedure,303.8,-2.23,-3.18,13.0,12.71,Low,Loser,Clinical Data,
ACHV,2025-09-29,2025-09-29,NCT06435221,Safety Study of Cytisinicline in Adult Combustible and/or E-cigarette Smokers,PHASE3,Achieve Life Sciences,Smoking Cessation; Vaping Cessation,479,Cytisinicline,242.7,1.0,4.65,3.01,3.04,Low,Gainer,Clinical Data,
LLY,2024-05-15,2024-05-15,NCT05275400,A Study of Insulin Efsitora Alfa (LY3209590) Compared With Insulin Degludec in Participants With Type 2 Diabetes Currently Treated With Basal Insulin,PHASE3,Eli Lilly and Company,Type 2 Diabetes,986,Insulin Efsitora Alfa; Insulin Degludec,,3.19,1.11,753.47,777.52,Low,Gainer,Clinical Data,
PFE,2023-02-23,2023-02-23,NCT03329092,"A Study to Determine the Efficacy, Safety and Tolerability of Aztreonam-Avibactam (ATM-AVI) ± Metronidazole (MTZ) Versus Meropenem (MER) ± Colistin (COL) for the Treatment of Serious Infections Due to Gram Negative Bacteria.",PHASE3,Pfizer,Complicated Intra-abdominal Infection; Hosptial Acquired Pneumonia; Ventilator Associated Pneumonia,422,ATM-AVI; MTZ; MER,,-0.19,-1.49,35.36,35.3,Low,Loser,Clinical Data,
PFE,2024-03-12,2024-03-12,NCT05540522,A Study to Evaluate a Modified RNA Vaccine Against Influenza in Adults 18 Years of Age or Older,PHASE3,Pfizer,"Influenza, Human",45789,Quadrivalent influenza modRNA vaccine; Quadrivalent influenza vaccine,,-1.27,-0.53,24.89,24.57,Low,Loser,Clinical Data,
MRK,2021-07-26,2021-07-26,NCT03898180,Study of First-line Pembrolizumab (MK-3475) With Lenvatinib (MK-7902/E7080) in Urothelial Carcinoma Cisplatin-ineligible Participants Whose Tumors Express Programmed Cell Death-Ligand 1 and in Participants Ineligible for Platinum-containing Chemotherapy (MK-7902-011/E7080-G000-317/ LEAP-011),PHASE3,Merck Sharp & Dohme LLC,Urothelial Carcinoma,505,Pembrolizumab; Lenvatinib; Placebo for lenvatinib,,-0.39,0.4,67.31,67.05,Low,Loser,Clinical Data,
NRC,2023-01-27,2023-01-27,NCT02823145,An Open-Label Extension Trial to Assess the Long-Term Safety of ZX008 (Fenfluramine Hydrochloride HCl) Oral Solution in Children and Young Adults With Dravet Syndrome,PHASE3,"Zogenix International Limited, Inc., a subsidiary of Zogenix, Inc.",Dravet Syndrome,375,ZX008 (Fenfluramine Hydrochloride),303.8,0.22,2.37,41.43,41.52,Low,Gainer,Clinical Data,
BMY,2019-08-16,2019-08-16,NCT03215706,A Study of Nivolumab and Ipilimumab Combined With Chemotherapy Compared to Chemotherapy Alone in First Line NSCLC,PHASE3,Bristol-Myers Squibb,Non-Small Cell Lung Cancer,719,Ipilimumab; Nivolumab; Carboplatin,,2.69,3.74,35.8,36.77,Low,Gainer,Clinical Data,
MRK,2022-05-31,2022-05-31,NCT03040999,Study of Pembrolizumab (MK-3475) or Placebo With Chemoradiation in Participants With Locally Advanced Head and Neck Squamous Cell Carcinoma (MK-3475-412/KEYNOTE-412),PHASE3,Merck Sharp & Dohme LLC,Head and Neck Neoplasms,804,Pembrolizumab; Placebo; Cisplatin,,-1.13,-2.08,83.03,82.1,Low,Loser,Clinical Data,
RHHBY,2024-12-15,2024-12-16,NCT04148911,A Study of Atezolizumab Plus Nab-Paclitaxel in the Treatment of Unresectable Locally Advanced or Metastatic PD-L1-Positive Triple-Negative Breast Cancer,PHASE3,Hoffmann-La Roche,Triple-Negative Breast Cancer,184,Atezolizumab; Nab-Paclitaxel,,0.42,1.27,34.25,34.4,Low,Gainer,Clinical Data,
AXSM,2024-11-21,2024-11-21,NCT05557409,A Study to Assess the Efficacy and Safety of AXS-05 in Subjects With Alzheimer's Disease Agitation,PHASE3,"Axsome Therapeutics, Inc.",Agitation in Patients With Dementia of the Alzheimer's Type; Alzheimer Disease; Agitation,408,AXS-05; Placebo,8383.5,3.79,4.31,94.6,98.19,Low,Gainer,Clinical Data,
PFE,2023-08-31,2023-08-31,NCT02684006,A Study of Avelumab With Axitinib Versus Sunitinib In Advanced Renal Cell Cancer (JAVELIN Renal 101),PHASE3,Pfizer,Renal Cell Cancer,886,Avelumab (MSB0010718C); Axitinib (AG-013736); Sunitinib,,-1.45,-0.33,30.62,30.17,Low,Loser,Clinical Data,
NRC,2021-12-30,2021-12-30,NCT05871398,The Efficacy of Potassium-competitive Acid Blocker in Patients With Laryngopharyngeal Reflux Disease,PHASE3,Pusan National University Hospital,Laryngopharyngeal Reflux Disease,36,Tegoprazan; Placebo,303.8,-0.69,-1.54,37.85,37.59,Low,Loser,Clinical Data,
MRK,2023-01-18,2023-01-18,NCT03820986,Safety and Efficacy Study of Pembrolizumab (MK-3475) Combined With Lenvatinib (MK-7902/E7080) as First-line Intervention in Adults With Advance Melanoma (MK-7902-003/E7080-G000-312/LEAP-003),PHASE3,Merck Sharp & Dohme LLC,Malignant Melanoma,674,Pembrolizumab; Lenvatinib; Placebo for lenvatinib,,-1.5,-0.5,100.8,99.28,Low,Loser,Clinical Data,
PFE,2024-06-06,2024-06-06,NCT04935879,A Study to Assess the Safety and Efficacy of Inclacumab in Participants With Sickle Cell Disease Experiencing Vaso-occlusive Crises,PHASE3,Pfizer,Sickle Cell Disease; Vaso-occlusive Pain Episode in Sickle Cell Disease; Vaso-occlusive Crisis,241,Inclacumab; Placebo,,-2.54,-3.28,26.32,25.65,Low,Loser,Clinical Data,
PFE,2025-04-29,2025-04-29,NCT03938792,Study of the Efficacy and Safety PF-06741086 in Adult and Teenage Participants With Severe Hemophilia A or Moderately Severe to Severe Hemophilia B,PHASE3,Pfizer,Hemophilia A; Hemophilia B,189,PF-06741086,,3.21,5.9,21.49,22.18,Low,Gainer,Clinical Data,
DBVT,2025-05-13,2025-05-13,NCT03859700,Follow-up of the EPITOPE Study to Evaluate Long-term Efficacy and Safety of DBV712 in Young Children,PHASE3,DBV Technologies,Peanut Allergy,304,DBV712 250 mcg,1153.6,8.49,13.33,10.13,10.99,Medium,Gainer,Clinical Data,
MRK,2025-04-28,2025-04-28,NCT04938830,Clesrovimab (MK-1654) in Infants and Children at Increased Risk for Severe Respiratory Syncytial Virus (RSV) Disease (MK-1654-007),PHASE3,Merck Sharp & Dohme LLC,RSV Infection,1003,Clesrovimab; Palivizumab; Placebo,,0.54,2.38,80.43,80.87,Low,Gainer,Clinical Data,
RHHBY,2024-04-13,2024-04-15,NCT03367572,Treatment of Refractory Nausea and Vomiting in Patients With Breast Cancer,PHASE3,University of Rochester NCORP Research Base,Breast Carcinoma,1363,Dexamethasone; Laboratory Biomarker Analysis; Netupitant/Palonosetron Hydrochloride,,-0.03,-1.18,29.61,29.6,Low,Loser,Clinical Data,
VRDN,2024-07-15,2024-07-15,NCT05176639,"A Safety, Tolerability and Efficacy Study of Veligrotug (VRDN 001) in Healthy Volunteers and Participants With Thyroid Eye Disease (TED) ( THRIVE )",PHASE3,"Viridian Therapeutics, Inc.",Thyroid Eye Disease,113,VRDN-001 Phase 3 Cohort (THRIVE); VRDN-001 Placebo,2804.1,5.76,14.97,13.89,14.69,Medium,Gainer,Clinical Data,
NVS,2018-12-13,2018-12-13,NCT02471144,Pediatric Study in Children and Adolescents With Severe Plaque Psoriasis,PHASE3,Novartis Pharmaceuticals,Chronic Severe Plaque-type Psoriasis,162,Experimental : Secukinumab low dose; Experimental: Secukinumab high dose; Placebo Comparator: Secukinumab Placebo,,0.31,-0.84,60.64,60.83,Low,Gainer,Clinical Data,
LLY,2025-11-14,2025-11-14,NCT05931367,A Study of Retatrutide (LY3437943) Once Weekly in Participants Who Have Obesity or Overweight and Osteoarthritis of the Knee,PHASE3,Eli Lilly and Company,Obesity; Overweight; Osteo Arthritis Knee,445,Retatrutide; Placebo,,0.38,0.03,1019.67,1023.57,Low,Gainer,Clinical Data,
RHHBY,2019-11-15,2019-11-15,NCT03125902,A Study of Atezolizumab and Paclitaxel Versus Placebo and Paclitaxel in Participants With Previously Untreated Locally Advanced or Metastatic Triple Negative Breast Cancer (TNBC),PHASE3,Hoffmann-La Roche,Triple-Negative Breast Cancer,653,"Atezolizumab (MPDL3280A), an engineered anti-PDL1 antibody; Atezolizumab Placebo; Paclitaxel",,0.51,1.85,30.6,30.76,Low,Gainer,Clinical Data,
NVS,2021-08-11,2021-08-11,NCT03867201,Study of Efficacy and Safety of Erenumab in Adult Chronic Migraine Patients,PHASE3,Novartis Pharmaceuticals,Migraine,557,Erenumab; Placebo,,0.24,0.65,78.85,79.04,Low,Gainer,Clinical Data,
LLY,2025-11-21,2025-11-21,NCT06584916,A Study of Orforglipron for the Maintenance of Body Weight Reduction in Participants Who Have Obesity or Overweight With Weight-Related Comorbidities (ATTAIN-MAINTAIN),PHASE3,Eli Lilly and Company,Obesity; Overweight,376,Orforglipron; Placebo,,1.57,2.58,1041.55,1057.93,Low,Gainer,Clinical Data,
AZN,2025-04-07,2025-04-07,NCT04931563,Anifrolumab Asian PhIII Efficacy Study for Systemic Lupus Erythematosus (SLE),PHASE3,AstraZeneca,Active Systemic Lupus Erythematosus,277,Anifrolumab; placebo,,-3.9,-5.2,134.57,129.32,Low,Loser,Clinical Data,
AZN,2025-07-28,2025-07-28,NCT04053634,Efficacy and Safety of Benralizumab in Moderate to Very Severe Chronic Obstructive Pulmonary Disease (COPD) With a History of Frequent Exacerbations,PHASE3,AstraZeneca,Chronic Obstructive Pulmonary Disease,689,Benralizumab; Placebo,,-1.14,1.82,142.83,141.2,Low,Loser,Clinical Data,
MRNA,2024-05-10,2024-05-10,NCT06354998,A Study of an Investigational mRNA-1273.815 COVID-19 Vaccine in Previously Vaccinated Adults,PHASE3,"ModernaTX, Inc.",SARS-CoV-2,217,Investigational mRNA-1273.815; Licensed Spikevax Vaccine,,-4.39,2.43,122.69,117.31,Low,Loser,Clinical Data,
RHHBY,2022-09-28,2022-09-28,NCT04471428,Study of Atezolizumab in Combination With Cabozantinib Versus Docetaxel in Patients With Metastatic Non-Small Cell Lung Cancer Previously Treated With an Anti-PD-L1/PD-1 Antibody and Platinum-Containing Chemotherapy,PHASE3,Hoffmann-La Roche,"Carcinoma, Non-Small-Cell Lung",366,Cabozantinib; Atezolizumab; Docetaxel,,6.91,5.28,34.96,37.37,Medium,Gainer,Clinical Data,
AZN,2017-08-21,2017-08-21,NCT02454933,Study of AZD9291 Plus MEDI4736 Versus AZD9291 Monotherapy in NSCLC After Previous EGFR TKI Therapy in T790M Mutation Positive Tumours,PHASE3,AstraZeneca,Locally Advanced or Metastatic EGFR T790M+ NSCLC,29,AZD9291; MEDI4736,,-0.55,-0.17,46.51,46.25,Low,Loser,Clinical Data,
SNY,2024-07-15,2024-07-15,NCT04410978,Relapsing Forms of Multiple Sclerosis (RMS) Study of Bruton's Tyrosine Kinase (BTK) Inhibitor Tolebrutinib (SAR442168) (GEMINI 1),PHASE3,Sanofi,Relapsing Multiple Sclerosis,974,Tolebrutinib; Teriflunomide; Placebo to match Tolebrutinib,,-2.3,-2.49,49.15,48.02,Low,Loser,Clinical Data,
AZN,2025-11-04,2025-11-04,NCT04008706,Acalabrutinib Safety Study in Untreated and Relapsed or Refractory Chronic Lymphocytic Leukemia Patients,PHASE3,AstraZeneca,Chronic Lymphocytic Leukemia,552,Acalabrutinib,,0.38,-0.7,161.75,162.37,Low,Gainer,Clinical Data,
PFE,2024-12-13,2024-12-13,NCT03587116,A Study to Evaluate Prospective Efficacy and Safety Data of Current FIX Prophylaxis Replacement Therapy in Adult Hemophilia B Subjects (FIX:C≤2%) or Current FVIII Prophylaxis Replacement Therapy in Adult Hemophilia A Subjects (FVIII:C≤1%),PHASE3,Pfizer,Hemophilia B; Hemophilia A,212,Standard of Care FIX Replacement therapy; Standard of Care FVIII Replacement therapy,,0.83,-0.47,23.27,23.46,Low,Gainer,Clinical Data,
MRK,2023-08-11,2023-08-11,NCT04716933,Safety and Efficacy Study of Pemetrexed + Platinum Chemotherapy + Pembrolizumab (MK-3475) With or Without Lenvatinib (MK-7902/E7080) as First-line Intervention in Adults With Metastatic Nonsquamous Non-small Cell Lung Cancer (MK-7902-006/E7080-G000-315/LEAP-006)-China Extension Study,PHASE3,Merck Sharp & Dohme LLC,Nonsquamous Non-small Cell Lung Cancer,201,Pembrolizumab; Carboplatin; Cisplatin,,1.77,3.16,97.66,99.39,Low,Gainer,Clinical Data,
AZN,2023-08-31,2023-08-31,NCT04385368,Phase III Study to Determine the Efficacy of Durvalumab in Combination With Chemotherapy in Completely Resected Stage II-III Non-small Cell Lung Cancer (NSCLC),PHASE3,AstraZeneca,"Carcinoma, Non-Small-Cell Lung",89,Durvalumab + SoC chemotherapy; Placebo + SoC chemotherapy,,-1.51,-1.05,130.63,128.66,Low,Loser,Clinical Data,
FOLD,2024-11-29,2024-11-29,NCT04049760,"Safety, Pharmacodynamics, and Efficacy of Migalastat in Pediatric Subjects (Aged >12 Years) With Fabry Disease",PHASE3,Amicus Therapeutics,Fabry Disease,16,migalastat HCl 150 mg,4507.9,0.2,0.0,9.96,9.98,Low,Gainer,Clinical Data,
AZN,2024-09-09,2024-09-09,NCT05274815,Study to Evaluate Efficacy and Safety of Tezepelumab in Reducing Oral Corticosteroid Use in Adult Patients With Severe Asthma,PHASE3,AstraZeneca,Asthma,305,Tezepelumab,,-2.6,-2.28,160.95,156.77,Low,Loser,Clinical Data,
LLY,2024-06-10,2024-06-10,NCT06444165,Lebrikizumab Pen Ease of Use in Participants With Atopic Dermatitis,PHASE3,Eli Lilly and Company,Atopic Dermatitis,55,Lebrikizumab Pen,,1.77,1.86,839.73,854.55,Low,Gainer,Clinical Data,
MRK,2024-02-16,2024-02-16,NCT03221426,Study of Pembrolizumab (MK-3475) Plus Chemotherapy Versus Placebo Plus Chemotherapy in Participants With Gastric or Gastroesophageal Junction (GEJ) Adenocarcinoma (MK-3475-585/KEYNOTE-585),PHASE3,Merck Sharp & Dohme LLC,Gastric Cancer; Gastroesophageal Junction Cancer,1007,Pembrolizumab; Placebo; Cisplatin,,0.99,0.66,118.71,119.89,Low,Gainer,Clinical Data,
NVS,2024-08-13,2024-08-13,NCT04935359,Study of Efficacy and Safety of NIS793 in Combination With Standard of Care (SOC) Chemotherapy in First-line Metastatic Pancreatic Ductal Adenocarcinoma (mPDAC) - daNIS-2,PHASE3,Novartis Pharmaceuticals,Metastatic Pancreatic Ductal Adenocarcinoma,511,NIS793; Nab-paclitaxel; Gemcitabine,,1.0,1.89,107.42,108.49,Low,Gainer,Clinical Data,
NVS,2025-04-16,2025-04-16,NCT04717635,Study of Efficacy and Safety of Canakinumab in Japanese Patients With AOSD,PHASE3,Novartis Pharmaceuticals,Adult Onset Still's Disease,14,Canakinumab,,-0.32,0.85,109.93,109.58,Low,Loser,Clinical Data,
OGN,2023-03-30,2023-03-30,NCT05014568,Tapinarof for the Treatment of Atopic Dermatitis in Children and Adults,PHASE3,Organon and Co,Atopic Dermatitis,407,"tapinarof cream, 1%; Vehicle cream",1897.7,1.81,3.7,19.74,20.1,Low,Gainer,Clinical Data,
NRC,2014-01-31,2014-01-31,NCT00770809,Paclitaxel and Trastuzumab With or Without Lapatinib in Treating Patients With Stage II or Stage III Breast Cancer That Can Be Removed by Surgery,PHASE3,National Cancer Institute (NCI),Male Breast Carcinoma; Stage IIA Breast Cancer AJCC v6 and v7; Stage IIB Breast Cancer AJCC v6 and v7; Stage IIIA Breast Cancer AJCC v7; Stage IIIB Breast Cancer AJCC v7; Stage IIIC Breast Cancer AJCC v7,305,Laboratory Biomarker Analysis; Lapatinib Ditosylate; Paclitaxel,303.8,-3.29,-7.61,12.08,11.69,Low,Loser,Clinical Data,
NVS,2024-04-03,2024-04-03,NCT04732117,Efficacy and Safety Study of Secukinumab in Chinese Participants With Non-radiographic Axial Spondyloarthritis,PHASE3,Novartis Pharmaceuticals,Non-radiographic Axial Spondyloarthritis,137,Secukinumab; Placebo,,-0.04,2.63,91.02,90.99,Low,Loser,Clinical Data,
NVS,2024-12-27,2024-12-27,NCT06240741,"A Prospective, Open-label Study of [68Ga]Ga-DOTA-TATE in Patients With Neuroendocrine Neoplasms (NENs) and Healthy Volunteers in Japan",PHASE3,Novartis Pharmaceuticals,Neuroendocrine Neoplasms,71,[68Ga]Ga-DOTA-TATE; 68Ge/68Ga Generator,,-0.01,-1.09,94.87,94.86,Low,Loser,Clinical Data,
NVS,2024-10-17,2024-10-17,NCT05630001,"Single Arm, Open Label Trial With Iptacopan Treatment for 24 Weeks, in Patients on Stable Regimen of Anti-C5 Who Switch to Iptacopan.",PHASE3,Novartis Pharmaceuticals,Paroxysmal Nocturnal Hemoglobinuria,52,Iptacopan,,-0.05,0.52,112.39,112.33,Low,Loser,Clinical Data,
NVS,2022-05-23,2022-05-23,NCT04239027,A Study to Assess the Effects of Brolucizumab in Adult Patients With Neovascular Age Related Macular Degeneration,PHASE3,Novartis Pharmaceuticals,Neovascular Age Related Macular Degeneration,210,RTH258/Brolucizumab,,1.44,2.81,79.61,80.76,Low,Gainer,Clinical Data,
AZN,2023-06-12,2023-06-12,NCT04774380,Study of Durvalumab in Combination With Platinum and Etoposide for the First Line Treatment of Patients With Extensive-stage Small Cell Lung Cancer,PHASE3,AstraZeneca,Extensive-stage Small Cell Lung Cancer,152,Durvalumab; Cisplatin; Carboplatin,,-0.28,0.09,139.58,139.18,Low,Loser,Clinical Data,
BIIB,2025-07-08,2025-07-08,NCT02283853,Phase 3 Efficacy and Safety Study of BG00012 in Pediatric Subjects With Relapsing-remitting Multiple Sclerosis (RRMS),PHASE3,Biogen,Relapsing-Remitting Multiple Sclerosis,156,dimethyl fumarate; Interferon β-1a,,3.33,2.22,130.13,134.46,Low,Gainer,Clinical Data,
AZN,2023-06-21,2023-06-21,NCT04712903,Durvalumab Plus Chemotherapy in Untreated Patients With Extensive-Stage Small Cell Lung Cancer,PHASE3,AstraZeneca,Small Cell Lung Carcinoma Extensive Disease,101,Durvalumab; Cisplatin; Etoposide,,-0.77,0.0,139.37,138.3,Low,Loser,Clinical Data,
BMY,2021-11-19,2021-11-19,NCT03635983,A Study of NKTR-214 Combined With Nivolumab vs Nivolumab Alone in Participants With Previously Untreated Inoperable or Metastatic Melanoma,PHASE3,Bristol-Myers Squibb,Melanoma,783,NKTR-214; Nivolumab,,-2.05,-3.39,49.55,48.54,Low,Loser,Clinical Data,
