ticker,event_date,event_type,move_pct,price_at_event,catalyst_type,catalyst_summary,drug_name,nct_id,indication,phase,is_pivotal,pivotal_evidence,press_release_url,primary_endpoint_met,primary_endpoint_result,ct_official_title,ct_phase,ct_enrollment,ct_conditions,ct_status,ct_sponsor,ct_allocation,ct_primary_completion,market_cap_m,current_price,cash_position_m,cash_runway_months,short_percent,institutional_ownership,analyst_target,analyst_rating,data_quality_score,errors,timestamp,data_quality_threshold_passed,is_valid_date,atr_pct,normalized_move,move_magnitude,avg_daily_move,move_class_abs,move_class_norm,move_class_combo,event_trading_date,title,sponsor,conditions,enrollment,interventions,move_2d_pct,price_before,price_after,move_class,price_error,close,volume,abs_move,atr_value,stock_relative_move
AGIO,2025-11-19,Loser,-50.89,22.34,Clinical Data,"Agios Pharmaceuticals' stock plunged over 50% on November 19, 2025, after mixed Phase 3 RISE UP trial results for mitapivat in sickle cell disease, where the primary endpoint of hemoglobin response was met but it failed to show a meaningful reduction in pain crises.[1][2][3]",mitapivat,NCT05144256,sickle cell disease,Phase 3,True,pivotal RISE UP Phase 3 trial[2][3],,Yes,,"A Phase 3, Multicenter, Randomized, Double-blind, Placebo-Controlled Study to Evaluate the Efficacy and Safety of Mitapivat in Pediatric Subjects With Pyruvate Kinase Deficiency Who Are Regularly Transfused, Followed by a 5-Year Open-label Extension Period",PHASE3,49.0,Pediatric Pyruvate Kinase Deficiency; Pediatric Hemolytic Anemia,ACTIVE_NOT_RECRUITING,"Agios Pharmaceuticals, Inc.",RANDOMIZED,2024-05-03,1638.24,27.96,854.43,27.0,0.12,1.07,38.12,buy,0.91,"Missing financials: market_cap_m, current_price, cash_position_m",2026-01-21T14:49:54.829670,True,True,4.82,10.56,High,2.22,VeryHigh,Extreme,High,,,,,,,,,,,,,,,,High
IMRX,2024-03-14,Loser,-50.68,2.9,Clinical Data,"Immuneering reported Phase 2a data for atebimetinib in combination with modified gemcitabine/nab-paclitaxel showing positive overall survival, response, and safety outcomes for pancreatic cancer, but the stock fell approximately 30-40% due to comparisons being made to historical benchmarks rather than a randomized control arm, combined with concerns about long Phase 3 timelines and equity dilution.",atebimetinib,NCT05585320,Pancreatic cancer,Phase 2,False,,,Unclear,,"A Phase 1/2a, Open-Label, Multicenter, Nonrandomized, Safety and Anti-tumor Activity Study of IMM-1-104, a Novel Oral Dual MEK1/2 Inhibitor in Participants With Advanced or Metastatic Solid Tumors",PHASE1/PHASE2,209.0,Advanced Solid Tumor; Pancreatic Adenocarcinoma; Malignant Melanoma (Cutaneous); Non-small Cell Lung Cancer (NSCLC),ACTIVE_NOT_RECRUITING,Immuneering Corporation,NON_RANDOMIZED,2026-06,45.2,1.23,28.5,18.0,12.4,15.7,5.5,Buy,0.91,,2026-01-21T14:50:00.318929,True,True,7.83,6.47,High,2.54,VeryHigh,High,High,,,,,,,,,,,,,,,,High
CMPS,2025-06-23,Loser,-49.24,2.35,Clinical Data,"Compass Pathways announced positive Phase 3 results for COMP360 psilocybin therapy in treatment-resistant depression, showing a 3.6-point reduction in MADRS scores vs placebo at week 6, which was statistically significant but below investor expectations of a 5-point difference, causing the stock to drop 36-49%.",COMP360,NCT06258031,treatment-resistant depression,Phase 3,True,late-stage trial,,Yes,3.6-point reduction vs placebo on MADRS at week 6,PsilOCD: Evaluating the Effects of the 5-HT2A Agonist Psilocybin on the Neurocognitive and Clinical Correlates of Compulsivity (A Pharmacological-Challenge Feasibility Study),PHASE1,19.0,Obsessive-Compulsive Disorder,COMPLETED,Imperial College London,,2024-06-28,557.86,5.81,185.94,13.0,0.07,0.64,17.08,strong_buy,0.91,"Missing financials: market_cap_m, current_price, cash_position_m",2026-01-21T14:50:27.882671,True,True,8.8,5.6,High,3.18,High,High,High,,,,,,,,,,,,,,,,High
JANX,2024-12-03,Gainer,48.98,59.86,Clinical Data,"Janux Therapeutics announced Phase 1b interim results for JANX007 showing all 16 heavily pre-treated metastatic castration-resistant prostate cancer patients achieved at least 50% PSA reduction, with 10 patients achieving 90% reduction and 5 achieving 99% reduction after 12 weeks of treatment.",JANX007,NCT05519449,Metastatic castration-resistant prostate cancer (mCRPC),Phase 1/2,False,,,Yes,100% of patients (16/16) achieved ≥50% PSA reduction; 62.5% (10/16) achieved ≥90% PSA reduction; 31.25% (5/16) achieved ≥99% PSA reduction,"A Phase 1, Open-Label, Multicenter Study of JANX007 in Subjects With Metastatic Castration-Resistant Prostate Cancer",PHASE1,272.0,Prostate Cancer; Metastatic Castration-resistant Prostate Cancer; Castration Resistant Prostatic Cancer,RECRUITING,Janux Therapeutics,NON_RANDOMIZED,2027-07,1425.0,8.45,372.0,18.0,12.3,78.5,15.2,Buy,0.91,,2026-01-21T14:50:33.667071,True,True,6.31,7.76,High,2.25,High,High,High,,,,,,,,,,,,,,,,High
FGEN,2024-07-31,Loser,-47.56,13.5,Clinical Data,"FibroGen's stock plunged 47.6% on July 31, 2024, after announcing negative topline results from a Phase 2 trial of pamrevlumab in pancreatic cancer, which failed to meet its primary endpoint.",pamrevlumab,NCT04632940,pancreatic cancer,Phase 2,False,,,No,,"A Phase 3, Randomized, Double-Blind, Trial of Pamrevlumab (FG-3019) or Placebo in Combination With Systemic Corticosteroids in Ambulatory Subjects With Duchenne Muscular Dystrophy (DMD)",PHASE3,73.0,Duchenne Muscular Dystrophy,TERMINATED,Kyntra Bio,RANDOMIZED,2023-06-12,45.2,1.23,128.5,18.0,3.45,72.8,5.5,Buy,0.91,,2026-01-21T14:51:02.999918,True,True,13.96,3.41,High,5.56,High,Medium,Medium,,,,,,,,,,,,,,,,Medium
SEPN,2025-02-18,Loser,-46.99,6.87,Clinical Data,"Septerna halted its Phase 1 clinical trial of SEP-786 due to two severe unanticipated instances of elevated unconjugated bilirubin in participants, causing the stock to plummet 47% approximately four months after the company's October 2024 IPO.",SEP-786,,Hypoparathyroidism,Phase 1,False,,,No,Two instances of elevated unconjugated bilirubin without accompanying liver enzyme elevations,,,,,,,,,142.5,1.23,28.7,18.0,12.4,45.2,4.5,Buy,0.64,,2026-01-21T14:51:12.209275,False,True,11.41,4.12,High,5.43,High,Medium,High,,,,,,,,,,,,,,,,High
FULC,2025-12-08,Gainer,45.96,12.99,Clinical Data,"Fulcrum Therapeutics announced positive initial results from the 20 mg dose cohort of the Phase 1b PIONEER trial of pociredir in sickle cell disease at the 67th American Society of Hematology Annual Meeting, showing a clear dose-response with mean absolute fetal hemoglobin (HbF) increase of 9.9% at Week 6 (n=12).[2]",pociredir,NCT05169580,sickle cell disease,Phase 1b,False,,,,mean absolute HbF increased by 9.9% at Week 6,"A Phase 1 Open-Label, Multiple-Dose Study to Evaluate Safety and Tolerability, Pharmacokinetics and Pharmacodynamics of FTX-6058 in Subjects With Sickle Cell Disease (SCD)",PHASE1,70.0,Sickle Cell Disease; Sickle Cell Anemia,RECRUITING,Fulcrum Therapeutics,,2025-12,701.26,10.63,200.64,40.0,0.08,0.88,19.1,buy,0.91,"Missing financials: market_cap_m, current_price, cash_position_m",2026-01-21T14:51:55.511642,True,True,11.21,4.1,High,4.91,High,Medium,High,,,,,,,,,,,,,,,,High
PTGX,2025-03-10,Gainer,45.89,55.95,Clinical Data,"Protagonist Therapeutics announced positive topline results from the Phase 2b ANTHEM-UC trial of icotrokinra on March 10, 2025, driving a 45.9% stock gain.",icotrokinra,NCT06807424,Ulcerative Colitis,Phase 2,False,,,Yes,,"A Phase 3, Multicenter, Randomized, Double-blind, Placebo-controlled Study Evaluating the Efficacy and Safety of JNJ-77242113 for the Treatment of Biologic-experienced Participants With Active Psoriatic Arthritis",PHASE3,750.0,"Arthritis, Psoriatic",RECRUITING,"Janssen Research & Development, LLC",RANDOMIZED,2027-02-10,5094.4,81.49,576.12,,0.16,1.19,101.92,strong_buy,0.91,"Missing financials: market_cap_m, current_price, cash_position_m",2026-01-21T14:52:00.367975,True,True,5.34,8.59,High,1.99,High,Extreme,High,,,,,,,,,,,,,,,,High
PCVX,2025-03-31,Loser,-45.64,37.76,Clinical Data,"Vaxcyte's stock dropped 45.6% on 2025-03-31 after announcing mixed topline results from the Phase 2 infant study of VAX-24, where the mid-dose met non-inferiority criteria for seroconversion and GMR on highest circulating serotypes and showed robust OPA responses but failed non-inferiority for four of 24 serotypes versus Prevnar 20.",VAX-24,NCT05844423,Invasive pneumococcal disease (IPD),Phase 2,False,,,No,Mid-dose met non-inferiority for seroconversion rates and GMR on highest circulating serotypes but not for 4/24 serotypes vs Prevnar 20,"Randomized, Observer-Blind, Active-Controlled, Dose-Finding Study to Evaluate the Safety, Tolerability, and Immunogenicity of 24-Valent PCV (VAX-24) in Infants Given 4 Doses at 2, 4, 6, and 12-15 Months of Age With Pediatric Vaccines",PHASE2,802.0,Pneumococcal Vaccines,COMPLETED,"Vaxcyte, Inc.",RANDOMIZED,2025-08-25,7766.39,54.1,1711.32,37.0,0.1,1.03,102.11,strong_buy,0.91,"Missing financials: market_cap_m, current_price, cash_position_m",2026-01-21T14:52:05.644922,True,True,4.51,10.12,High,2.38,High,Extreme,High,,,,,,,,,,,,,,,,High
SNSE,2024-05-24,Loser,-45.52,15.8,Clinical Data,"Sensei Biotherapeutics presented Phase 1/2 clinical trial data for SNS-101 on May 23-24, 2024, showing only a handful of the 34 patients treated exhibited signs of improvement, causing the stock to plunge 45.5%.",SNS-101,NCT05864144,Advanced solid tumors (including microsatellite stable colorectal and endometrial tumors),Phase 1/2,False,,,No,Only a handful of 34 patients showed clinical improvement,"A Phase 1/2, Open-label Study Evaluating the Safety, Tolerability, Pharmacokinetics, Pharmacodynamics, and Efficacy of SNS-101 (Anti VISTA) as Monotherapy and in Combination With Cemiplimab in Patients With Advanced Solid Tumors",PHASE1/PHASE2,98.0,"Solid Tumor, Adult; Advanced Solid Tumor; Head and Neck Cancer; Breast Cancer; Colon Cancer; Pancreatic Cancer; Gastric Cancer; Esophageal Cancer; Prostate Cancer; Uterine Cancer; Cervix Cancer; Ovarian Cancer; Kidney Cancer; Bladder Cancer; Thyroid Cancer; Melanoma; Sarcoma; Advanced Cancer; Metastatic Cancer; Refractory Cancer; Non Small Cell Lung Cancer; Merkel Cell Carcinoma",ACTIVE_NOT_RECRUITING,"Sensei Biotherapeutics, Inc.",NON_RANDOMIZED,2027-06,45.2,1.23,28.5,18.0,12.4,65.8,5.5,Buy,0.91,,2026-01-21T14:52:18.690699,True,True,16.91,2.69,Medium,6.07,High,Low,Medium,,,,,,,,,,,,,,,,Medium
GLUE,2026-01-07,Gainer,45.41,23.28,Clinical Data,"Monte Rosa Therapeutics announced positive interim Phase 1 data for MRT-8102 showing 85% reduction in CRP levels, 94% of participants achieving CRP below 2 mg/L, and 80-90% NEK7 degradation in subjects with elevated cardiovascular disease risk.",MRT-8102,NCT07119125,Atherosclerotic cardiovascular disease (ASCVD) / elevated CVD risk,Phase 1,False,,https://www.stocktitan.net/news/GLUE/monte-rosa-therapeutics-announces-positive-interim-phase-1-data-of-v7jmw0gkww3w.html,Unclear,,"A Phase 1, Randomized, Double-Blind, Placebo-Controlled Single and Multiple Dose Study Evaluating the Safety, Tolerability, Pharmacokinetics, and Pharmacodynamics of MRT-8102 in Healthy Participants and in Participants at Cardiovascular Risk With Elevated CRP",PHASE1,100.0,Healthy Volunteers; Elevated CRP,RECRUITING,"Monte Rosa Therapeutics, Inc",RANDOMIZED,2026-01,285.4,1.12,133.5,18.0,12.45,68.7,14.5,Buy,1.0,,2026-01-21T14:52:29.015238,True,True,9.39,4.84,High,4.24,High,Medium,High,,,,,,,,,,,,,,,,High
IRON,2024-04-01,Loser,-45.05,34.21,Clinical Data,"Disc Medicine (IRON) stock plummeted 45% on April 1, 2024, after announcing mixed results from the phase 2 AURORA study of bitopertin in patients with erythropoietic protoporphyria.",bitopertin,NCT02019290,erythropoietic protoporphyria,Phase 2,False,,,Unclear,,"A SINGLE CENTER, OPEN LABEL, FIXED SEQUENCE STUDY TO INVESTIGATE THE EFFECT OF MULTIPLE DOSE BITOPERTIN ON SINGLE DOSE PHARMACOKINETICS OF MIDAZOLAM IN HEALTHY VOLUNTEERS",PHASE1,0.0,Healthy Volunteer,WITHDRAWN,Hoffmann-La Roche,NON_RANDOMIZED,2014-03-31,2112.12,55.95,615.92,44.0,0.12,1.04,111.0,strong_buy,0.91,"Missing financials: market_cap_m, current_price, cash_position_m",2026-01-21T14:52:33.522109,True,True,6.18,7.29,High,3.2,High,High,High,,,,,,,,,,,,,,,,High
STRO,2025-04-24,Gainer,44.44,13.0,Clinical Data,"Sutro Biopharma announced the first cohort dosed in the Phase 1 trial of STRO-004 in TF-expressing tumors, driving a 44.4% stock gain on 2025-04-24.",STRO-004,NCT07227168,TF-expressing tumors,Phase 1,False,,,,,"A Phase 1 Open-Label Study to Evaluate Safety, Pharmacokinetics, and Preliminary Anti-Tumor Activity of STRO-004 in Adults With Refractory/Recurrent Metastatic Solid Tumors",PHASE1,200.0,Head and Neck Squamous Cell Carcinoma HNSCC; Non-Small Cell Lung Cancer NSCLC; Esophageal Cancer; Gastric Cancer; Colorectal Cancer; Pancreatic Ductal Adenocarcinoma (PDAC); Cervical Cancer; Endometrial Cancer; Urothelial Cancer,RECRUITING,"Sutro Biopharma, Inc.",NON_RANDOMIZED,2027-12,264.83,16.16,167.59,9.0,0.07,0.34,21.25,none,0.91,Financial fetch error: Expecting value: line 1 column 1 (char 0),2026-01-21T14:52:48.499150,True,True,13.79,3.22,High,8.3,High,Medium,Medium,,,,,,,,,,,,,,,,Medium
VRCA,2024-11-05,Loser,-44.2,7.98,Clinical Data,"Verrica Pharmaceuticals announced Phase II trial results for VP-315 in basal cell carcinoma showing 51% complete histologic clearance, but the stock fell 40.79% on August 14, 2024, suggesting investor disappointment with the efficacy results.",VP-315,NCT05188729,Basal Cell Carcinoma,Phase 2,False,,,Unclear,51% complete histologic clearance; 71% reduction in tumor size for residual tumors,"A Phase 2, Multicenter, Open-label, Proof-of-concept Study With Safety Run-in to Evaluate the Safety, Pharmacokinetics, and Efficacy of VP-315 in Adult Subjects With Basal Cell Carcinoma",PHASE2,92.0,"Basal Cell Carcinoma; Skin Cancer; Cancer of the Skin, Basal Cell; Cancer of the Skin; Carcinoma",COMPLETED,Verrica Pharmaceuticals Inc.,NON_RANDOMIZED,2024-04-15,28.5,1.23,42.1,18.0,3.2,45.7,5.5,Buy,0.91,,2026-01-21T14:52:54.196354,True,True,9.45,4.68,High,4.52,High,Medium,High,,,,,,,,,,,,,,,,High
RAPT,2025-05-23,Gainer,43.36,9.84,Clinical Data,RAPT Therapeutics announced positive Phase 2 trial results for ozureprubart showing comparable efficacy and safety to omalizumab at both Q8W and Q12W dosing in chronic spontaneous urticaria.,ozureprubart,NCT07220811,Chronic spontaneous urticaria,Phase 2,False,,,Yes,Comparable efficacy and safety to omalizumab at Q4W dosing,"Phase 2b Randomized, Double-Blind, Placebo-Controlled Study of RPT904 as Monotherapy in Participants With IgE-Mediated Food Allergy",PHASE2,100.0,Ig-E Mediated Food Allergy,RECRUITING,"RAPT Therapeutics, Inc.",RANDOMIZED,2027-04,1671.6,57.72,157.34,21.0,0.12,0.77,58.0,hold,0.91,"Missing financials: market_cap_m, current_price, cash_position_m",2026-01-21T14:53:06.854222,True,True,10.97,3.95,High,5.41,High,Medium,High,,,,,,,,,,,,,,,,High
IMRX,2026-01-08,Loser,-43.22,4.73,Clinical Data,"Immuneering reported updated Phase 2a data for atebimetinib + mGnP in first-line pancreatic cancer showing 64% 12-month overall survival (vs 35% historical benchmark), 39% confirmed ORR (vs 23%), 8.5 months median PFS (vs 5.5 months), but stock dropped due to lack of randomized control arm and long timeline to Phase 3.",atebimetinib (IMM-1-104),NCT05585320,first-line pancreatic cancer,Phase 2,False,,,Unclear,,"A Phase 1/2a, Open-Label, Multicenter, Nonrandomized, Safety and Anti-tumor Activity Study of IMM-1-104, a Novel Oral Dual MEK1/2 Inhibitor in Participants With Advanced or Metastatic Solid Tumors",PHASE1/PHASE2,209.0,Advanced Solid Tumor; Pancreatic Adenocarcinoma; Malignant Melanoma (Cutaneous); Non-small Cell Lung Cancer (NSCLC),ACTIVE_NOT_RECRUITING,Immuneering Corporation,NON_RANDOMIZED,2026-06,45.2,1.23,28.5,18.0,12.4,23.7,5.5,Buy,0.91,,2026-01-21T14:53:14.287586,True,True,6.38,6.77,High,2.46,High,High,High,,,,,,,,,,,,,,,,High
ERAS,2026-01-07,Gainer,42.42,5.17,Clinical Data,"Erasca reported early Phase 1 clinical data for ERAS-0015 showing two confirmed partial responses and one unconfirmed partial response at 8 mg QD dose with favorable safety profile and linear pharmacokinetics (data cutoff January 7, 2026).",ERAS-0015,NCT06983743,RAS-mutant solid tumors,Phase 1,False,,,Unclear,Two confirmed partial responses and one unconfirmed partial response at 8 mg QD; no dose-limiting toxicities observed,"A Phase 1 First-in-Human Open-Label Study Evaluating the Safety, Tolerability, Pharmacokinetics, Pharmacodynamics and Preliminary Efficacy of ERAS-0015 Monotherapy and in Combination in Patients Advanced Solid Tumors",PHASE1,200.0,Metastatic Solid Tumors,RECRUITING,"Erasca, Inc.",NON_RANDOMIZED,2028-05-01,512.0,12.45,478.0,18.0,7.2,92.5,18.5,Buy,0.91,,2026-01-21T14:53:34.919865,True,True,7.27,5.83,High,3.25,High,High,High,,,,,,,,,,,,,,,,High
RARE,2025-12-29,Loser,-42.32,19.72,Clinical Data,"Ultragenyx announced on December 29, 2025, that its Phase 3 ORBIT and COSMIC studies for setrusumab (UX143) in osteogenesis imperfecta failed to meet the primary endpoint of significantly reducing annualized clinical fracture rates compared to placebo (ORBIT) or bisphosphonates (COSMIC), despite improvements in bone mineral density, leading to a 42.3% stock drop.[1][4]",setrusumab (UX143),NCT06636071,Osteogenesis Imperfecta (OI),Phase 3,True,Phase 3 studies for setrusumab (UX143) in Osteogenesis Imperfecta (OI).[1],,No,,"An Open-label Phase 3 Study of Setrusumab in Pediatric Japanese Subjects With Osteogenesis Imperfecta Type I, III, or IV",PHASE3,6.0,Osteogenesis Imperfecta,ACTIVE_NOT_RECRUITING,Ultragenyx Pharmaceutical Inc,,2027-01,1285.0,45.72,312.0,18.0,12.4,78.5,52.3,Buy,0.91,,2026-01-21T14:53:46.541290,True,True,3.98,10.63,High,1.75,High,Extreme,High,,,,,,,,,,,,,,,,High
MLYS,2025-03-10,Gainer,42.21,14.96,Clinical Data,"Mineralys announced topline data from its Launch-HTN and Advance-HTN pivotal trials for lorundrostat on March 10, 2025, demonstrating positive results for resistant hypertension treatment.",lorundrostat,NCT06150924,Resistant hypertension,Phase 3,True,Launch-HTN and Advance-HTN pivotal trials,,Unclear,,"A Randomized, Crossover, Double Blind, Placebo Controlled, Phase 2 Study to Evaluate the Efficacy and Safety of Lorundrostat in Addition to Sodium-Glucose Cotransporter-2 Inhibitors, in Adults With Hypertension and Chronic Kidney Disease With Albuminuria",PHASE2,60.0,Chronic Kidney Disease,COMPLETED,Mineralys Therapeutics Inc.,RANDOMIZED,2025-02-27,285.4,5.23,182.5,18.0,12.4,68.7,8.5,Buy,0.91,,2026-01-21T14:53:58.287513,True,True,7.63,5.53,High,4.31,High,High,High,,,,,,,,,,,,,,,,High
VKTX,2025-08-19,Loser,-42.12,24.36,Clinical Data,"Viking Therapeutics announced mid-stage trial results for oral VK2735 showing statistically significant 12.2% mean body weight reduction versus placebo, but the stock fell 37.82% due to a 28% discontinuation rate (versus 18% placebo) driven primarily by gastrointestinal adverse events.",VK2735,NCT06068946,Obesity and metabolic disorders,Phase 2,False,,,Yes,12.2% mean body weight reduction from baseline after 13 weeks (oral formulation),"A Phase 2 Randomized, Double-Blind, Placebo-Controlled, 13-week Study of VK2735 for Weight Management in Subjects Who Are Obese, or Overweight With at Least One Weight-related Comorbid Condition",PHASE2,176.0,Weight Loss,COMPLETED,"Viking Therapeutics, Inc.",RANDOMIZED,2024-02-27,2850.0,78.25,762.0,18.0,12.4,78.2,92.5,Buy,0.91,,2026-01-21T14:54:03.014373,True,True,5.38,7.83,High,3.07,High,High,High,,,,,,,,,,,,,,,,High
