ticker,event_date,drug_name,nct_id,target_large_move,feat_asset_event_sequence_num,feat_asset_trial_share,feat_cash_runway_proxy,feat_company_event_sequence_num,feat_pipeline_depth_score,feat_pivotal_proxy_score,feat_active_not_recruiting_flag,feat_blinded_flag,feat_cns_flag,feat_completed_flag,feat_oncology_flag,feat_open_label_flag,feat_rare_disease_flag,feat_small_trial_flag,feat_therapeutic_superclass_CNS,feat_therapeutic_superclass_Cardiovascular,feat_therapeutic_superclass_Dermatology,feat_therapeutic_superclass_Endocrine/Metabolic,feat_therapeutic_superclass_GI/Hepatology,feat_therapeutic_superclass_Immunology,feat_therapeutic_superclass_Infectious Disease,feat_therapeutic_superclass_Musculoskeletal,feat_therapeutic_superclass_Oncology,feat_therapeutic_superclass_Respiratory,split
LYEL,2024-08-07,LYL797,NCT05274451,0,1,0.0,0.6268,1,0.2773,0.0,0.0,0,0,0.0,1,0,0,0.0,0,0,0,0,0,0,0,0,1,0,train
CABA,2024-08-08,CABA-201,NCT06154252,1,1,0.0,0.5003,1,0.2773,0.0,0.0,0,0,0.0,0,1,0,0.0,0,0,0,0,0,1,0,0,0,0,train
PRLD,2024-08-13,PRT3789,NCT05639751,0,1,0.0,0.317,1,0.2773,0.0,0.0,0,0,1.0,1,1,0,0.0,0,0,0,0,0,0,0,0,1,0,train
MBX,2024-08-12,MBX 2109,NCT06465108,0,1,0.0,0.268,1,0.2773,0.0,0.0,1,0,1.0,0,0,0,0.0,0,0,0,1,0,0,0,0,0,0,train
VRCA,2024-08-14,VP-315,NCT05188729,1,1,0.0,1.4772,3,0.2773,0.0,0.0,0,0,1.0,0,1,0,0.0,0,0,1,0,0,0,0,0,0,0,train
MRK,2024-08-15,favezelimab/pembrolizumab,NCT05064059,0,1,0.0,0.0476,128,0.2773,0.0,0.0,0,0,1.0,1,0,0,0.0,0,0,0,0,0,0,0,0,1,0,train
NRC,2024-08-15,Tecovirimat Oral Capsule,NCT05559099,0,1,0.0,0.0135,279,0.2773,0.0,0.0,1,0,1.0,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,train
ALNY,2024-08-30,vutrisiran,NCT04153149,0,1,0.0,0.0698,6,0.2773,0.0,1.0,1,0,0.0,0,0,0,0.0,0,1,0,0,0,0,0,0,0,0,train
SNY,2024-09-02,Tolebrutinib,NCT04410978,0,1,0.0,0.0653,68,0.2773,0.0,0.0,1,1,1.0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,train
PCVX,2024-09-03,VAX-31,NCT06720038,1,1,0.0,0.2203,2,0.2773,0.0,1.0,1,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1,train
SMMT,2024-09-08,ivonescimab,NCT07229417,1,1,0.0,0.0639,1,0.2773,0.0,0.0,0,0,0.0,1,0,0,1.0,0,0,0,0,0,0,0,0,1,0,train
MRK,2024-09-09,favezelimab/pembrolizumab,NCT05600309,0,2,0.0,0.0476,129,0.2773,0.0,0.0,0,0,1.0,1,0,0,0.0,0,0,0,0,0,0,0,0,1,0,train
IMRX,2024-09-12,IMM-1-104,NCT05585320,0,2,0.0,0.6305,3,0.2773,0.0,1.0,0,0,0.0,1,1,0,0.0,0,0,0,0,0,0,0,0,1,0,train
FULC,2024-09-12,losmapimod,NCT04264442,1,1,0.0,0.2861,3,0.2773,0.0,0.0,1,1,0.0,0,1,0,0.0,1,0,0,0,0,0,0,0,0,0,train
MRK,2024-09-13,Pembrolizumab,NCT03615326,0,36,0.0,0.0476,130,0.2773,0.0,0.0,1,0,1.0,1,0,0,0.0,0,0,0,0,0,0,0,0,1,0,train
PFE,2024-09-14,ponsegromab,NCT05546476,0,1,0.0,0.0953,104,0.2773,0.0,0.0,1,0,1.0,0,1,0,0.0,0,0,0,0,0,0,0,0,0,1,train
VRDN,2024-09-16,veligrotug,NCT06021054,0,1,0.0,0.322,2,0.2773,0.0,0.0,0,0,1.0,0,0,0,0.0,0,0,0,1,0,0,0,0,0,0,train
RHHBY,2024-09-19,Baloxavir Marboxil,NCT03969212,0,1,0.0,0.0404,115,0.2773,0.0,0.0,1,0,1.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1,train
TIL,2024-09-13,"BRG01, BST02, BRL03",NCT05864924,1,1,0.0,1.3195,1,0.2773,0.0,0.0,0,0,1.0,1,0,0,1.0,0,0,0,0,0,0,0,0,1,0,train
NVS,2024-09-20,Ofatumumab,NCT04486716,0,2,0.0,0.0354,139,0.2773,0.0,0.0,0,1,1.0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,train
PRLD,2024-09-20,PRT3789,NCT05639751,0,2,0.0,0.317,2,0.2773,0.0,0.0,0,0,1.0,1,1,0,0.0,0,0,0,0,0,0,0,0,1,0,train
WVE,2024-09-24,WVE-N531,NCT07209332,1,1,0.0,0.2327,2,0.2773,0.0,0.0,0,1,0.0,0,1,0,0.0,1,0,0,0,0,0,0,0,0,0,train
AMGN,2024-09-25,Rocatinlimab,NCT05651711,0,1,0.0,0.0436,37,0.2773,0.0,0.0,1,0,1.0,0,0,0,0.0,0,0,0,0,0,1,0,0,0,0,train
LLY,2024-09-25,Lebrikizumab,NCT04392154,0,8,0.0,0.0073,98,0.2773,0.0,0.0,0,0,1.0,0,0,0,0.0,0,0,0,0,0,1,0,0,0,0,train
OCS,2024-10-01,OCS-05 +SoC (corticosteroid) IV administration,NCT04762017,0,1,0.0,0.0854,3,0.2773,0.0,0.0,1,1,1.0,0,0,0,1.0,1,0,0,0,0,0,0,0,0,0,train
MGTX,2024-10-01,AAV-GAD Low Dose,NCT05603312,0,1,0.0,0.0243,3,0.2773,0.0,0.0,1,1,1.0,0,0,0,1.0,1,0,0,0,0,0,0,0,0,0,train
ABBV,2024-10-02,RGX-314,NCT04832724,0,1,0.0,0.0128,94,0.2773,0.0,0.0,0,0,1.0,0,1,0,0.0,0,1,0,0,0,0,0,0,0,0,train
ANRO,2024-10-07,ALTO-100,NCT05712187,0,1,0.0,0.2253,1,0.2773,0.0,0.0,1,1,1.0,0,1,0,0.0,1,0,0,0,0,0,0,0,0,0,train
SUPN,2024-10-08,SAGE-718,NCT05619692,0,4,0.0,0.0982,8,0.2773,0.0,0.0,1,1,1.0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,train
ARCT,2024-10-09,ARCT-2303,NCT06279871,0,1,0.0,0.7716,2,0.2773,0.0,0.0,0,0,1.0,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,train
MRK,2024-10-14,Tulisokibart,NCT04996797,0,1,0.0,0.0476,131,0.2773,0.0,0.0,1,0,1.0,0,1,0,0.0,0,0,0,0,1,0,0,0,0,0,train
VIR,2024-10-15,VIR-3434,NCT05612581,0,1,0.0,0.3693,5,0.2773,0.0,0.0,0,0,1.0,0,0,0,1.0,0,0,0,0,1,0,0,0,0,0,train
NVAX,2024-10-16,NVX-CoV2705 Vaccine,NCT06409663,0,1,0.0,0.4461,9,0.2773,0.0,0.0,0,0,1.0,0,1,0,0.0,0,0,0,0,0,0,0,0,0,1,train
WVE,2024-10-16,WVE-006,NCT06186492,1,1,0.0,0.2327,3,0.2773,0.0,0.0,1,0,1.0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,1,train
DRUG,2024-10-18,GMRx2,NCT04518306,1,1,0.0,0.1085,3,0.2773,0.0,0.0,0,0,1.0,0,0,0,0.0,0,1,0,0,0,0,0,0,0,0,train
DRUG,2024-10-18,Omvoh,NCT06249555,1,1,0.0,0.1085,2,0.2773,0.0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,1,0,0,0,0,0,train
NVS,2024-10-27,MAS825,NCT06097663,0,2,0.0,0.0354,141,0.2773,0.0,0.0,1,0,1.0,0,0,0,1.0,0,1,0,0,0,0,0,0,0,0,train
SPRO,2024-10-29,SPR720 500 mg,NCT05496374,0,1,0.0,0.3974,2,0.2773,0.0,0.0,1,0,1.0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,1,train
SRRK,2024-10-30,Apitegromab,NCT05156320,0,1,0.0,0.0818,2,0.2773,0.0,0.0,1,1,1.0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,train
PYXS,2024-11-01,PYX-201,NCT06795412,0,1,0.0,0.8339,1,0.2773,0.0,0.0,0,0,0.0,1,1,0,0.0,0,0,0,0,0,0,0,0,1,0,train
BMY,2024-11-07,BMS-986249,NCT03369223,0,1,0.0,0.084,102,0.2773,0.0,0.0,0,0,1.0,1,0,0,0.0,0,0,0,0,0,0,0,0,1,0,train
AZN,2024-11-07,Experimental: Tezepelumab,NCT04851964,0,2,0.0,0.0177,76,0.2773,0.0,0.0,1,0,1.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1,train
CBIO,2024-11-08,CUE-101 and CUE-102,NCT03978689,0,1,0.0,0.5792,1,0.2773,0.0,0.0,0,0,1.0,1,1,0,0.0,0,0,0,0,0,0,0,0,1,0,train
NRC,2024-11-09,HBI-8000 in combination with nivolumab,NCT02718066,0,1,0.0,0.0135,280,0.2773,0.0,0.0,0,0,1.0,1,0,0,0.0,0,0,0,0,0,0,0,0,1,0,train
RAPT,2024-11-11,zelnecirnon (RPT193),NCT05935332,1,1,0.0,0.0941,3,0.2773,0.0,0.0,0,0,0.0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,1,train
NGNE,2024-11-12,NGN-401,NCT05898620,1,2,0.0,0.7293,2,0.2773,0.0,0.0,0,1,0.0,0,1,0,1.0,1,0,0,0,0,0,0,0,0,0,train
ABBV,2024-11-11,Emraclidine 10 mg,NCT05227690,1,1,0.0,0.0128,95,0.2773,0.0,0.0,1,1,1.0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,train
NGNE,2024-11-11,NGN-401,NCT05898620,0,1,0.0,0.7293,1,0.2773,0.0,0.0,0,1,0.0,0,1,0,1.0,1,0,0,0,0,0,0,0,0,0,train
ARMP,2024-11-07,AP-SA02,NCT05184764,0,1,0.0,0.0378,3,0.2773,0.0,0.0,1,0,1.0,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,train
