ticker,event_date,v_actual_date,event_type,move_pct,atr_pct,normalized_move,close,market_cap_m,nct_id,drug_name,indication,ct_conditions,ct_phase,ct_enrollment,ct_status,ct_sponsor,ct_official_title,ct_allocation,ct_primary_completion,catalyst_type,v_is_material,data_tier,match_type,days_offset,move_class_abs,stock_movement_atr_normalized,move_class_norm,target_large_move
NRC,2016-06-05,2016-06-05,Gainer,0.22,,,11.25,303.8,NCT01420926,Bortezomib,Acute Myeloid Leukemia; Acute Myeloid Leukemia Arising From Previous Myelodysplastic Syndrome; Therapy-Related Acute Myeloid Leukemia,Acute Myeloid Leukemia; Acute Myeloid Leukemia Arising From Previous Myelodysplastic Syndrome; Therapy-Related Acute Myeloid Leukemia,PHASE2,165,COMPLETED,National Cancer Institute (NCI),,,,Clinical Data,True,ctgov_completion,ctgov_neg_sample,0,Low,,,0
GILD,2016-06-22,2016-06-22,Gainer,0.81,,,58.24,,NCT02345252,FTC/RPV/TAF,HIV-1 Infection,HIV-1 Infection,PHASE3,632,COMPLETED,Gilead Sciences,,,,Clinical Data,True,ctgov_completion,ctgov_neg_sample,0,Low,,,0
NRC,2016-07-05,2016-07-05,Gainer,0.51,,,11.33,303.8,NCT02028338,placebo ring,Human Immunodeficiency Virus,Human Immunodeficiency Virus,PHASE2,96,COMPLETED,"International Partnership for Microbicides, Inc.",,,,Clinical Data,True,ctgov_completion,ctgov_neg_sample,0,Low,,,0
AMGN,2016-07-22,2016-07-22,Gainer,0.9,,,123.88,,NCT01677858,Carfilzomib,Multiple Myeloma,Multiple Myeloma,PHASE1/PHASE2,116,COMPLETED,Amgen,,,,Clinical Data,True,ctgov_completion,ctgov_neg_sample,0,Low,,,0
PFE,2016-07-29,2016-07-29,Gainer,0.6,,,22.79,,NCT01774721,Dacomitinib (PF-00299804),Non-small Cell Lung Cancer With EGFR-Activating Mutations,Non-small Cell Lung Cancer With EGFR-Activating Mutations,PHASE3,452,COMPLETED,Pfizer,,,,Clinical Data,True,ctgov_completion,ctgov_neg_sample,0,Low,,,0
LLY,2016-08-16,2016-08-16,Loser,-0.52,,,68.49,,NCT02441946,Abemaciclib,Breast Cancer; Hormone Receptor Positive Tumor; Early-Stage Breast Carcinoma,Breast Cancer; Hormone Receptor Positive Tumor; Early-Stage Breast Carcinoma,PHASE2,224,COMPLETED,Eli Lilly and Company,,,,Clinical Data,True,ctgov_completion,ctgov_neg_sample,0,Low,,,0
PFE,2016-08-24,2016-08-24,Loser,-0.77,,,21.69,,NCT01989676,PF-05280014,Metastatic Breast Cancer,Metastatic Breast Cancer,PHASE3,707,COMPLETED,Pfizer,,,,Clinical Data,True,ctgov_completion,ctgov_neg_sample,0,Low,,,0
LLY,2016-09-09,2016-09-09,Loser,-2.07,,,67.12,,NCT02349295,Placebo,Psoriatic Arthritis,Psoriatic Arthritis,PHASE3,363,COMPLETED,Eli Lilly and Company,,,,Clinical Data,True,ctgov_completion,ctgov_neg_sample,0,Low,,,0
AZN,2016-09-26,2016-09-26,Loser,-1.24,,,51.08,,NCT02319044,MEDI4736,Recurrent/Metastatic Squamous Cell Carcinoma of Head & Neck,Recurrent/Metastatic Squamous Cell Carcinoma of Head & Neck,PHASE2,267,COMPLETED,AstraZeneca,,,,Clinical Data,True,ctgov_completion,ctgov_neg_sample,0,Low,,,0
AZN,2016-09-26,2016-09-26,Loser,-1.24,,,51.08,,NCT02207530,MEDI4736,Recurrent or Metastatic PD-L1-positive Squamous Cell Carcinoma of the Head and Neck,Recurrent or Metastatic PD-L1-positive Squamous Cell Carcinoma of the Head and Neck,PHASE2,112,COMPLETED,AstraZeneca,,,,Clinical Data,True,ctgov_completion,ctgov_neg_sample,0,Low,,,0
RHHBY,2016-09-27,2016-09-27,Gainer,0.67,,,22.54,,NCT02187861,Venetoclax,Follicular Lymphoma,Follicular Lymphoma,PHASE2,163,COMPLETED,Hoffmann-La Roche,,,,Clinical Data,True,ctgov_completion,ctgov_neg_sample,0,Low,,,0
NVS,2016-10-03,2016-10-03,Gainer,0.05,,,49.1,,NCT01544491,RAD001,Prevention of Acute Rejection in Paediatric Recipients of a Renal Transplant,Prevention of Acute Rejection in Paediatric Recipients of a Renal Transplant,PHASE3,106,COMPLETED,Novartis Pharmaceuticals,,,,Clinical Data,True,ctgov_completion,ctgov_neg_sample,0,Low,,,0
NRC,2016-10-07,2016-10-07,Gainer,0.38,,,12.99,303.8,NCT00983580,Aspirin,Adenomatous Polyp,Adenomatous Polyp,PHASE2,107,COMPLETED,National Cancer Institute (NCI),,,,Clinical Data,True,ctgov_completion,ctgov_neg_sample,0,Low,,,0
NRC,2016-10-21,2016-10-21,Loser,-0.61,,,13.42,303.8,NCT01835145,Cabozantinib S-malate,Recurrent Uveal Melanoma; Stage III Uveal Melanoma AJCC v7; Stage IIIA Uveal Melanoma AJCC v7; Stage IIIB Uveal Melanoma AJCC v7; Stage IIIC Uveal Melanoma AJCC v7; Stage IV Uveal Melanoma AJCC v7,Recurrent Uveal Melanoma; Stage III Uveal Melanoma AJCC v7; Stage IIIA Uveal Melanoma AJCC v7; Stage IIIB Uveal Melanoma AJCC v7; Stage IIIC Uveal Melanoma AJCC v7; Stage IV Uveal Melanoma AJCC v7,PHASE2,47,COMPLETED,National Cancer Institute (NCI),,,,Clinical Data,True,ctgov_completion,ctgov_neg_sample,0,Low,,,0
RHHBY,2016-10-25,2016-10-25,Loser,-1.11,,,20.55,,NCT02622321,Emicizumab,Hemophilia A,Hemophilia A,PHASE3,113,COMPLETED,Hoffmann-La Roche,,,,Clinical Data,True,ctgov_completion,ctgov_neg_sample,0,Low,,,0
RHHBY,2016-10-25,2016-10-25,Loser,-1.11,,,20.55,,NCT02289833,Trastuzumab Emtansine,Non-Small Cell Lung Cancer,Non-Small Cell Lung Cancer,PHASE2,49,COMPLETED,Hoffmann-La Roche,,,,Clinical Data,True,ctgov_completion,ctgov_neg_sample,0,Low,,,0
LLY,2016-11-18,2016-11-18,Loser,-1.34,,,66.2,,NCT02443883,Ramucirumab,Gastric Adenocarcinoma; Gastroesophageal Junction Adenocarcinoma,Gastric Adenocarcinoma; Gastroesophageal Junction Adenocarcinoma,PHASE2,164,COMPLETED,Eli Lilly and Company,,,,Clinical Data,True,ctgov_completion,ctgov_neg_sample,0,Low,,,0
SNY,2016-11-23,2016-11-23,Loser,-1.05,,,27.62,,NCT02623725,CYD Dengue Vaccine (5-dose formulation),Dengue Fever; Dengue Hemorrhagic Fever,Dengue Fever; Dengue Hemorrhagic Fever,PHASE2,251,COMPLETED,"Sanofi Pasteur, a Sanofi Company",,,,Clinical Data,True,ctgov_completion,ctgov_neg_sample,0,Low,,,0
NRC,2016-12-08,2016-12-08,Gainer,1.12,,,14.91,303.8,NCT01642251,Cisplatin,Extensive Stage Small Cell Lung Carcinoma; Large Cell Lung Carcinoma; Neuroendocrine Carcinoma; Small Cell Carcinoma; Stage IV Non-Small Cell Lung Cancer AJCC v7,Extensive Stage Small Cell Lung Carcinoma; Large Cell Lung Carcinoma; Neuroendocrine Carcinoma; Small Cell Carcinoma; Stage IV Non-Small Cell Lung Cancer AJCC v7,PHASE1/PHASE2,156,COMPLETED,National Cancer Institute (NCI),,,,Clinical Data,True,ctgov_completion,ctgov_neg_sample,0,Low,,,0
RHHBY,2016-12-09,2016-12-09,Gainer,2.88,,,20.0,,NCT01774786,5-Fluorouracil,Gastric Cancer,Gastric Cancer,PHASE3,780,COMPLETED,Hoffmann-La Roche,,,,Clinical Data,True,ctgov_completion,ctgov_neg_sample,0,Low,,,0
RHHBY,2016-12-22,2016-12-22,Loser,-0.07,,,20.23,,NCT01964391,Trastuzumab,Breast Cancer,Breast Cancer,PHASE3,174,COMPLETED,Hoffmann-La Roche,,,,Clinical Data,True,ctgov_completion,ctgov_neg_sample,0,Low,,,0
RHHBY,2016-12-29,2016-12-29,Gainer,1.03,,,20.39,,NCT01905943,Bendamustine,Chronic Lymphocytic Leukemia,Chronic Lymphocytic Leukemia,PHASE3,979,COMPLETED,Hoffmann-La Roche,,,,Clinical Data,True,ctgov_completion,ctgov_neg_sample,0,Low,,,0
NRC,2016-12-31,2016-12-31,Loser,-1.05,,,15.66,303.8,NCT01156545,BIBW 2992,Non-small Cell Lung Cancer,Non-small Cell Lung Cancer,PHASE2,68,COMPLETED,"National Cancer Center, Korea",,,,Clinical Data,True,ctgov_completion,ctgov_neg_sample,0,Low,,,0
NRC,2017-01-01,2017-01-01,Loser,-1.05,,,15.66,303.8,NCT01377753,Visualase Thermal Therapy System,Prostate Cancer; Prostatic Neoplasms,Prostate Cancer; Prostatic Neoplasms,PHASE2,15,COMPLETED,National Cancer Institute (NCI),,,,Clinical Data,True,ctgov_completion,ctgov_neg_sample,0,Low,,,0
GILD,2017-01-04,2017-01-04,Gainer,2.99,,,54.63,,NCT02613871,LDV/SOF,Hepatitis C Virus Infection,Hepatitis C Virus Infection,PHASE3,111,COMPLETED,Gilead Sciences,,,,Clinical Data,True,ctgov_completion,ctgov_neg_sample,0,Low,,,0
NRC,2017-01-15,2017-01-15,Loser,-1.62,,,15.2,303.8,NCT01109004,Lenalidomide,Multiple Myeloma,Multiple Myeloma,PHASE3,758,COMPLETED,"National Heart, Lung, and Blood Institute (NHLBI)",,,,Clinical Data,True,ctgov_completion,ctgov_neg_sample,0,Low,,,0
BMY,2017-01-16,2017-01-16,Gainer,0.11,,,40.98,,NCT02504268,Abatacept,Rheumatoid Arthritis,Rheumatoid Arthritis,PHASE3,994,COMPLETED,Bristol-Myers Squibb,,,,Clinical Data,True,ctgov_completion,ctgov_neg_sample,0,Low,,,0
LLY,2017-01-17,2017-01-17,Loser,-0.71,,,66.36,,NCT02314117,Ramucirumab,Metastatic Gastric Adenocarcinoma; Gastroesophageal Junction Adenocarcinoma,Metastatic Gastric Adenocarcinoma; Gastroesophageal Junction Adenocarcinoma,PHASE3,645,COMPLETED,Eli Lilly and Company,,,,Clinical Data,True,ctgov_completion,ctgov_neg_sample,0,Low,,,0
RHHBY,2017-01-26,2017-01-26,Gainer,0.34,,,21.19,,NCT02604342,Alectinib,Non-small Cell Lung Cancer,Non-small Cell Lung Cancer,PHASE3,119,COMPLETED,Hoffmann-La Roche,,,,Clinical Data,True,ctgov_completion,ctgov_neg_sample,0,Low,,,0
AZN,2017-01-28,2017-01-28,Gainer,0.15,,,41.24,,NCT01625286,AZD5363 when combined with weekly paclitaxel.,Advanced or Metastatic Breast Cancer; ER+ve Advanced or Metastatic Breast Cancer,Advanced or Metastatic Breast Cancer; ER+ve Advanced or Metastatic Breast Cancer,PHASE1/PHASE2,148,COMPLETED,AstraZeneca,,,,Clinical Data,True,ctgov_completion,ctgov_neg_sample,0,Low,,,0
RHHBY,2017-02-14,2017-02-14,Loser,-0.44,,,21.32,,NCT02545868,23-PPV,"Multiple Sclerosis, Relapsing-Remitting","Multiple Sclerosis, Relapsing-Remitting",PHASE3,102,COMPLETED,Hoffmann-La Roche,,,,Clinical Data,True,ctgov_completion,ctgov_neg_sample,0,Low,,,0
LLY,2017-02-22,2017-02-22,Gainer,0.88,,,70.47,,NCT02718898,Ixekizumab,Genital Psoriasis; Psoriasis,Genital Psoriasis; Psoriasis,PHASE3,149,COMPLETED,Eli Lilly and Company,,,,Clinical Data,True,ctgov_completion,ctgov_neg_sample,0,Low,,,0
NRC,2017-03-08,2017-03-08,Loser,-5.9,,,14.62,303.8,NCT01888939,Walking on a Treadmill,Healthy Volunteer,Healthy Volunteer,PHASE1/PHASE2,89,COMPLETED,Eunice Kennedy Shriver National Institute of Child Health and Human Development (NICHD),,,,Clinical Data,True,ctgov_completion,ctgov_neg_sample,0,Medium,,,0
SNY,2017-03-18,2017-03-18,Gainer,0.47,,,31.17,,NCT02824198,CYD Dengue Vaccine (5 dose formulation),Dengue Fever; Dengue Hemorrhagic Fever,Dengue Fever; Dengue Hemorrhagic Fever,PHASE2,118,COMPLETED,"Sanofi Pasteur, a Sanofi Company",,,,Clinical Data,True,ctgov_completion,ctgov_neg_sample,0,Low,,,0
NRC,2017-03-19,2017-03-19,Gainer,1.05,,,16.03,303.8,NCT02507427,NIM-Eclipse,Prostate Cancer,Prostate Cancer,PHASE1/PHASE2,30,COMPLETED,Seoul National University Hospital,,,,Clinical Data,True,ctgov_completion,ctgov_neg_sample,0,Low,,,0
NRC,2017-03-28,2017-03-28,Loser,-0.25,,,16.61,303.8,NCT02921997,AS03,Avian Influenza; H1N1 Influenza; Influenza,Avian Influenza; H1N1 Influenza; Influenza,PHASE2,30,COMPLETED,National Institute of Allergy and Infectious Diseases (NIAID),,,,Clinical Data,True,ctgov_completion,ctgov_neg_sample,0,Low,,,0
NVS,2017-03-28,2017-03-28,Loser,-0.36,,,48.21,,NCT01327846,Canakinumab,Atherosclerosis,Atherosclerosis,PHASE3,10066,COMPLETED,Novartis Pharmaceuticals,,,,Clinical Data,True,ctgov_completion,ctgov_neg_sample,0,Low,,,0
ABBV,2017-04-03,2017-04-03,Loser,-0.2,,,44.66,,NCT02706847,Placebo,Rheumatoid Arthritis,Rheumatoid Arthritis,PHASE3,499,COMPLETED,AbbVie,,,,Clinical Data,True,ctgov_completion,ctgov_neg_sample,0,Low,,,0
SNY,2017-04-05,2017-04-05,Loser,-0.46,,,31.71,,NCT02584504,Alirocumab,Hypercholesterolemia,Hypercholesterolemia,PHASE3,163,COMPLETED,Sanofi,,,,Clinical Data,True,ctgov_completion,ctgov_neg_sample,0,Low,,,0
BMY,2017-04-20,2017-04-20,Gainer,0.45,,,39.19,,NCT02714218,Nivolumab 3 mg/kg IV,Melanoma,Melanoma,PHASE3,387,COMPLETED,Bristol-Myers Squibb,,,,Clinical Data,True,ctgov_completion,ctgov_neg_sample,0,Low,,,0
SRPT,2017-04-21,2017-04-21,Gainer,0.22,,,32.61,1756.2,NCT02286947,Eteplirsen,"Muscular Dystrophy, Duchenne","Muscular Dystrophy, Duchenne",PHASE2,24,COMPLETED,"Sarepta Therapeutics, Inc.",,,,Clinical Data,True,ctgov_completion,ctgov_neg_sample,0,Low,,,0
BIIB,2017-04-24,2017-04-24,Gainer,1.44,,,276.86,,NCT02525874,dimethyl fumarate,"Multiple Sclerosis, Relapsing-Remitting; Multiple Sclerosis","Multiple Sclerosis, Relapsing-Remitting; Multiple Sclerosis",PHASE3,218,COMPLETED,Biogen,,,,Clinical Data,True,ctgov_completion,ctgov_neg_sample,0,Low,,,0
NRC,2017-05-04,2017-05-04,Loser,-2.2,,,20.51,303.8,NCT02697058,BAX2398 + 5-FU/calcium levofolinate,Metastatic Pancreatic Cancer,Metastatic Pancreatic Cancer,PHASE2,84,COMPLETED,Institut de Recherches Internationales Servier,,,,Clinical Data,True,ctgov_completion,ctgov_neg_sample,0,Low,,,0
GILD,2017-05-09,2017-05-09,Gainer,0.6,,,48.73,,NCT02603120,ABC/DTG/3TC,HIV-1 Infection,HIV-1 Infection,PHASE3,567,COMPLETED,Gilead Sciences,,,,Clinical Data,True,ctgov_completion,ctgov_neg_sample,0,Low,,,0
NVS,2017-05-12,2017-05-12,Gainer,2.24,,,51.85,,NCT02039947,Dabrafenib,Melanoma and Brain Metastases,Melanoma and Brain Metastases,PHASE2,127,COMPLETED,Novartis Pharmaceuticals,,,,Clinical Data,True,ctgov_completion,ctgov_neg_sample,0,Low,,,0
MRK,2017-05-15,2017-05-15,Loser,-0.09,,,45.92,,NCT02252042,Pembrolizumab,Head and Neck Squamous Cell Cancer,Head and Neck Squamous Cell Cancer,PHASE3,495,COMPLETED,Merck Sharp & Dohme LLC,,,,Clinical Data,True,ctgov_completion,ctgov_neg_sample,0,Low,,,0
LLY,2017-05-25,2017-05-25,Gainer,0.49,,,68.54,,NCT01663857,LY2228820,Epithelial Ovarian Cancer; Fallopian Tube Cancer; Primary Peritoneal Cancer,Epithelial Ovarian Cancer; Fallopian Tube Cancer; Primary Peritoneal Cancer,PHASE1/PHASE2,118,COMPLETED,Eli Lilly and Company,,,,Clinical Data,True,ctgov_completion,ctgov_neg_sample,0,Low,,,0
BMY,2017-05-28,2017-05-28,Loser,-0.07,,,39.55,,NCT01460160,Dasatinib,"Leukemia, Pediatric","Leukemia, Pediatric",PHASE2,106,COMPLETED,Bristol-Myers Squibb,,,,Clinical Data,True,ctgov_completion,ctgov_neg_sample,0,Low,,,0
GILD,2017-06-14,2017-06-14,Gainer,0.56,,,47.22,,NCT02605954,E/C/F/TAF,HIV-1 Infection,HIV-1 Infection,PHASE3,275,COMPLETED,Gilead Sciences,,,,Clinical Data,True,ctgov_completion,ctgov_neg_sample,0,Low,,,0
AMGN,2017-06-15,2017-06-15,Loser,-0.6,,,126.02,,NCT02412878,Carfilzomib,Multiple Myeloma,Multiple Myeloma,PHASE3,478,COMPLETED,Amgen,,,,Clinical Data,True,ctgov_completion,ctgov_neg_sample,0,Low,,,0
LLY,2017-06-19,2017-06-19,Gainer,0.56,,,72.04,,NCT02899988,Mirikizumab,Plaque Psoriasis,Plaque Psoriasis,PHASE2,205,COMPLETED,Eli Lilly and Company,,,,Clinical Data,True,ctgov_completion,ctgov_neg_sample,0,Low,,,0
RHHBY,2017-06-28,2017-06-28,Gainer,0.61,,,24.3,,NCT02055820,Venetoclax,"Lymphoma, Non-Hodgkin","Lymphoma, Non-Hodgkin",PHASE1/PHASE2,267,COMPLETED,Hoffmann-La Roche,,,,Clinical Data,True,ctgov_completion,ctgov_neg_sample,0,Low,,,0
LLY,2017-06-28,2017-06-28,Gainer,0.07,,,72.7,,NCT01763788,Necitumumab,Squamous Non-small Cell Lung Cancer,Squamous Non-small Cell Lung Cancer,PHASE1/PHASE2,192,COMPLETED,Eli Lilly and Company,,,,Clinical Data,True,ctgov_completion,ctgov_neg_sample,0,Low,,,0
NRC,2017-06-30,2017-06-30,Loser,-0.19,,,22.6,303.8,NCT02487979,Glembatumumab Vedotin,Recurrent Osteosarcoma,Recurrent Osteosarcoma,PHASE2,22,COMPLETED,National Cancer Institute (NCI),,,,Clinical Data,True,ctgov_completion,ctgov_neg_sample,0,Low,,,0
NVS,2017-07-31,2017-07-31,Gainer,0.53,,,54.89,,NCT02450903,LDK378,Non-Small-Cell Lung Cancer,Non-Small-Cell Lung Cancer,PHASE2,20,COMPLETED,Novartis Pharmaceuticals,,,,Clinical Data,True,ctgov_completion,ctgov_neg_sample,0,Low,,,0
NRC,2017-08-10,2017-08-10,Loser,-1.47,,,25.33,303.8,NCT00961064,Eltrombopag,Myelodysplastic Syndromes; Thrombocytopenia,Myelodysplastic Syndromes; Thrombocytopenia,PHASE2,30,COMPLETED,"National Heart, Lung, and Blood Institute (NHLBI)",,,,Clinical Data,True,ctgov_completion,ctgov_neg_sample,0,Low,,,0
NVS,2017-08-16,2017-08-16,Gainer,0.32,,,54.35,,NCT02404350,Secukinumab,Psoriatic Arthritis,Psoriatic Arthritis,PHASE3,997,COMPLETED,Novartis Pharmaceuticals,,,,Clinical Data,True,ctgov_completion,ctgov_neg_sample,0,Low,,,0
BMY,2017-08-31,2017-08-31,Gainer,1.85,,,44.66,,NCT02181738,Nivolumab,Hodgkin Disease,Hodgkin Disease,PHASE2,294,COMPLETED,Bristol-Myers Squibb,,,,Clinical Data,True,ctgov_completion,ctgov_neg_sample,0,Low,,,0
AZN,2017-09-02,2017-09-02,Loser,-0.13,,,48.02,,NCT02460978,Dapagliflozin,Type 1 Diabetes Mellitus,Type 1 Diabetes Mellitus,PHASE3,815,COMPLETED,AstraZeneca,,,,Clinical Data,True,ctgov_completion,ctgov_neg_sample,0,Low,,,0
RHHBY,2017-09-11,2017-09-11,Gainer,0.06,,,23.36,,NCT01988779,oral levofloxacin,Chronic Rhinosinusitis,Chronic Rhinosinusitis,PHASE3,33,COMPLETED,University of Rochester,,,,Clinical Data,True,ctgov_completion,ctgov_neg_sample,0,Low,,,0
ABBV,2017-09-17,2017-09-17,Loser,-2.35,,,59.7,,NCT03022045,risankizumab,Psoriasis,Psoriasis,PHASE3,18,COMPLETED,AbbVie,,,,Clinical Data,True,ctgov_completion,ctgov_neg_sample,0,Low,,,0
DBVT,2017-09-22,2017-09-22,Loser,-0.05,,,86.82,1153.6,NCT02916446,Viaskin Peanut 250 mcg,Peanut Allergy,Peanut Allergy,PHASE3,393,COMPLETED,DBV Technologies,,,,Clinical Data,True,ctgov_completion,ctgov_neg_sample,0,Low,,,0
AMGN,2017-09-25,2017-09-25,Gainer,0.29,,,144.02,,NCT02307513,Apremilast,Behçet's Syndrome,Behçet's Syndrome,PHASE3,207,COMPLETED,Amgen,,,,Clinical Data,True,ctgov_completion,ctgov_neg_sample,0,Low,,,0
AMGN,2017-09-25,2017-09-25,Gainer,0.29,,,144.02,,NCT02289417,Apremilast,Ulcerative Colitis,Ulcerative Colitis,PHASE2,170,COMPLETED,Amgen,,,,Clinical Data,True,ctgov_completion,ctgov_neg_sample,0,Low,,,0
TGTX,2017-09-27,2017-09-27,Gainer,3.08,,,11.7,4777.1,NCT02738775,Ublituximab,Multiple Sclerosis,Multiple Sclerosis,PHASE2,49,COMPLETED,"TG Therapeutics, Inc.",,,,Clinical Data,True,ctgov_completion,ctgov_neg_sample,0,Low,,,0
NRC,2017-09-30,2017-09-30,Gainer,1.59,,,32.26,303.8,NCT01780662,Brentuximab Vedotin,Recurrent Adult Hodgkin Lymphoma; Recurrent Childhood Hodgkin Lymphoma; Refractory Childhood Hodgkin Lymphoma,Recurrent Adult Hodgkin Lymphoma; Recurrent Childhood Hodgkin Lymphoma; Refractory Childhood Hodgkin Lymphoma,PHASE1/PHASE2,46,COMPLETED,National Cancer Institute (NCI),,,,Clinical Data,True,ctgov_completion,ctgov_neg_sample,0,Low,,,0
GILD,2017-10-09,2017-10-09,Loser,-0.19,,,59.93,,NCT02652624,E/C/F/TAF,HIV-1 Infection,HIV-1 Infection,PHASE3,472,COMPLETED,Gilead Sciences,,,,Clinical Data,True,ctgov_completion,ctgov_neg_sample,0,Low,,,0
AKBA,2017-10-24,2017-10-24,Gainer,0.17,,,17.7,347.6,NCT03054350,Vadadustat,Anemia; Dialysis Dependent Chronic Kidney Disease,Anemia; Dialysis Dependent Chronic Kidney Disease,PHASE2,60,COMPLETED,Akebia Therapeutics,,,,Clinical Data,True,ctgov_completion,ctgov_neg_sample,0,Low,,,0
MDGL,2017-10-25,2017-10-25,Loser,-1.79,,,43.82,9811.3,NCT02912260,MGL-3196,Non-alcoholic Steatohepatitis,Non-alcoholic Steatohepatitis,PHASE2,125,COMPLETED,"Madrigal Pharmaceuticals, Inc.",,,,Clinical Data,True,ctgov_completion,ctgov_neg_sample,0,Low,,,0
LLY,2017-10-27,2017-10-27,Loser,-0.36,,,73.83,,NCT02514551,Ramucirumab,Gastric Adenocarcinoma; Gastroesophageal Junction Adenocarcinoma,Gastric Adenocarcinoma; Gastroesophageal Junction Adenocarcinoma,PHASE2,245,COMPLETED,Eli Lilly and Company,,,,Clinical Data,True,ctgov_completion,ctgov_neg_sample,0,Low,,,0
GILD,2017-11-08,2017-11-08,Loser,-0.15,,,53.44,,NCT02864381,Andecaliximab,Gastric Adenocarcinoma; Gastroesophageal Junction Adenocarcinoma,Gastric Adenocarcinoma; Gastroesophageal Junction Adenocarcinoma,PHASE2,144,COMPLETED,Gilead Sciences,,,,Clinical Data,True,ctgov_completion,ctgov_neg_sample,0,Low,,,0
CLDX,2017-11-30,2017-11-30,Gainer,1.01,,,45.0,1999.5,NCT01997333,CDX-011,Metastatic gpNMB Over-expressing Triple Negative Breast Cancer,Metastatic gpNMB Over-expressing Triple Negative Breast Cancer,PHASE2,327,COMPLETED,Celldex Therapeutics,,,,Clinical Data,True,ctgov_completion,ctgov_neg_sample,0,Low,,,0
LLY,2017-12-08,2017-12-08,Gainer,0.68,,,76.59,,NCT02696785,Ixekizumab,Spondyloarthritis,Spondyloarthritis,PHASE3,341,COMPLETED,Eli Lilly and Company,,,,Clinical Data,True,ctgov_completion,ctgov_neg_sample,0,Low,,,0
NRC,2017-12-11,2017-12-11,Gainer,1.49,,,28.72,303.8,NCT01688999,Cabozantinib,Urothelial Carcinoma; Urethral Neoplasms; Urinary Bladder Neoplasms; Kidney Neoplasms,Urothelial Carcinoma; Urethral Neoplasms; Urinary Bladder Neoplasms; Kidney Neoplasms,PHASE2,69,COMPLETED,National Cancer Institute (NCI),,,,Clinical Data,True,ctgov_completion,ctgov_neg_sample,0,Low,,,0
MRK,2017-12-12,2017-12-12,Gainer,1.3,,,41.87,,NCT01982955,Tepotinib,Non-small Cell Lung Cancer,Non-small Cell Lung Cancer,PHASE1/PHASE2,88,COMPLETED,"Merck KGaA, Darmstadt, Germany",,,,Clinical Data,True,ctgov_completion,ctgov_neg_sample,0,Low,,,0
LLY,2017-12-19,2017-12-19,Gainer,0.73,,,76.83,,NCT02589665,Mirikizumab,Ulcerative Colitis,Ulcerative Colitis,PHASE2,249,COMPLETED,Eli Lilly and Company,,,,Clinical Data,True,ctgov_completion,ctgov_neg_sample,0,Low,,,0
RHHBY,2017-12-20,2017-12-20,Loser,-0.52,,,22.84,,NCT02768207,Cobimetinib,Metastatic Melanoma,Metastatic Melanoma,PHASE2,40,COMPLETED,Hoffmann-La Roche,,,,Clinical Data,True,ctgov_completion,ctgov_neg_sample,0,Low,,,0
NVS,2017-12-21,2017-12-21,Gainer,0.53,,,53.79,,NCT03066609,Secukinumab 150 mg s.c.,Plaque Psoriasis,Plaque Psoriasis,PHASE3,543,COMPLETED,Novartis Pharmaceuticals,,,,Clinical Data,True,ctgov_completion,ctgov_neg_sample,0,Low,,,0
NRC,2017-12-31,2017-12-31,Loser,-1.34,,,31.08,303.8,NCT01076543,Laboratory Biomarker Analysis,AIDS-Related Hodgkin Lymphoma; Recurrent Adult Hodgkin Lymphoma; Recurrent Follicular Lymphoma; Recurrent Lymphoplasmacytic Lymphoma; Recurrent Marginal Zone Lymphoma; Recurrent Non-Hodgkin Lymphoma; Recurrent T-Cell Non-Hodgkin Lymphoma; Waldenstrom Macroglobulinemia,AIDS-Related Hodgkin Lymphoma; Recurrent Adult Hodgkin Lymphoma; Recurrent Follicular Lymphoma; Recurrent Lymphoplasmacytic Lymphoma; Recurrent Marginal Zone Lymphoma; Recurrent Non-Hodgkin Lymphoma; Recurrent T-Cell Non-Hodgkin Lymphoma; Waldenstrom Macroglobulinemia,PHASE1/PHASE2,110,COMPLETED,National Cancer Institute (NCI),,,,Clinical Data,True,ctgov_completion,ctgov_neg_sample,0,Low,,,0
SNY,2018-01-03,2018-01-03,Loser,-0.28,,,31.24,,NCT02573233,Placebo,Asthma,Asthma,PHASE2,42,COMPLETED,Sanofi,,,,Clinical Data,True,ctgov_completion,ctgov_neg_sample,0,Low,,,0
PFE,2018-01-05,2018-01-05,Gainer,0.19,,,24.11,,NCT01543087,blood sampling,Meningococcal Infection,Meningococcal Infection,PHASE3,698,COMPLETED,Pfizer,,,,Clinical Data,True,ctgov_completion,ctgov_neg_sample,0,Low,,,0
GILD,2018-01-05,2018-01-05,Gainer,0.84,,,54.85,,NCT02671500,SOF/VEL,Hepatitis C Virus Infection,Hepatitis C Virus Infection,PHASE3,375,COMPLETED,Gilead Sciences,,,,Clinical Data,True,ctgov_completion,ctgov_neg_sample,0,Low,,,0
KPTI,2018-01-08,2018-01-08,Loser,-1.85,,,150.9,172.6,NCT02088541,Selinexor,Acute Myeloid Leukemia (AML),Acute Myeloid Leukemia (AML),PHASE2,317,COMPLETED,Karyopharm Therapeutics Inc,,,,Clinical Data,True,ctgov_completion,ctgov_neg_sample,0,Low,,,0
